Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ANEA-L,0.1383647798742138,5.728417946980992,-1.284895253025685,0.3083028463064576,0.5352136758435607,0.9719581031963264,-0.07934505840865524,-0.33665522251971325,0.691559512126438,0.7247745805056554,-0.8301588414638134,0.6786823576003836,0.19899439289959864,-0.12775257104760465,-0.3563555731282048,-0.4104782262263263,-0.2560171405423128,0.4573370025805028,-0.05065656451468459
CPI-L,-0.0555555555555553,5.362116498445667,-0.993377825681235,0.5236333058821485,0.6849682325980825,-0.652566830052579,0.7807996647836533,-0.0935407829178912,-0.39249259163211114,-0.08320082222438195,-0.3847450277553455,-0.11892728798032624,0.1536476120357072,-0.4034950170390372,-0.042450991801508464,-0.22303254958751315,-0.0857841270662156,0.037746714463973874,0.060894840967098456
BKIRx-L,0.0201042442293373,-1.3635663238483904,1.2538337369403747,-2.424575988172071,-0.8920986903604232,0.32356012874600304,0.17326692660576282,0.014562172323254253,0.7883008898843743,0.8203535907317187,-0.15791756969564488,-0.15416334341163307,-1.173943308243851,0.15265193428759485,-0.1976113270478654,-0.16898968433525224,-0.7430782933952481,-0.18477358168545077,-0.36478406481988085
LLOY-L,-0.044319918492104,-2.092921986203973,-0.3253194906201277,0.3727957298336727,-0.23234408728472658,-0.08043022645715549,-0.18197271583344896,-0.07864968470718756,-0.1797681757700374,0.023965776042604775,0.05214313705449342,-0.1935376621397149,0.07529547230950644,-0.02215044207919609,-0.07080584474868526,-0.07310228084531925,-0.004942245175196516,-0.016589957444649712,-0.04208457669190095
HSX-L,0.0729166666666665,1.2660156540498533,-0.6879035319751406,0.22348339496556202,0.22545730123457242,0.7249689533830604,0.034208208179994815,-0.5757407475775931,0.48217569241927616,-0.23514056167582545,-0.5980174520079017,0.08143639852149073,0.06663015777641217,-0.06742064264010761,-0.182271082285175,-0.0049197351691236966,0.13203371382249848,-0.22570022785367488,-0.15771096517281905
LIO-L,0.0136363636363636,-2.3273421741256697,0.1821671310968716,0.9637241798703725,0.3340400639288818,0.3089511022183813,-0.7732079117916817,0.103928610122067,0.33215633621687884,0.21216473059421037,-0.044618195776394705,-0.06541250848275526,0.2751359984886217,-0.07389879482014063,0.07611314754778095,-0.1349818920288108,-0.30620269274683437,0.11470949404445542,-0.07327008374971958
OXB-L,0.1685393258426966,-5.071918938598137,3.9053843164421798,-1.0634380804343149,2.831313008515222,1.2941154770173953,-0.19453497824033572,0.3540787272573105,1.3082027370630231,0.7341315488594081,0.12867107357729743,-0.5397463596322009,-0.6128085150659518,0.3823448582851376,0.15993626368063293,-0.1774614276431575,-0.39804587718307965,0.06882626353847589,0.07959595706234635
COA-L,0.0152671755725188,-2.0358652051745993,-0.25860245000947574,-0.08868442771340597,-0.6563762107114569,0.48506332922672596,0.19501612781425134,0.15995699427061466,0.13200786252343016,0.16626651575062185,-0.10480824626128989,0.0019144509499559707,0.03593876687495067,-0.06522522880755291,-0.05392868959757735,0.08627144326365825,0.005172029577976073,0.19176752124178387,0.09588039814477917
HVT-L,0.0,6.1002200344967665,1.4232130956735005,-3.017771243254313,-1.6001359094777499,0.3182758757593096,1.028752699878859,-0.6314967652545583,0.3084171058108126,-0.09584260012736368,-0.5166975413133937,-0.3790193624222896,-0.30767699149279465,-0.5534414671244929,0.37019664252745127,-0.12333514143014916,-0.4697873846617457,-0.017188049456429925,-0.11143877591444867
JMG-L,0.0884808013355593,6.947526924966893,-1.575564402826085,-1.6081256717390533,0.32959481851761735,0.8665141204972902,-0.1950928635101736,-0.3830680630484842,0.08613740369023226,-0.2532033390630947,-0.23106043360225656,-0.1390126684380331,-0.3517661582477986,0.23753059640446317,-0.0215924655994721,0.2032901405958479,0.08961492873762167,0.12059634330085185,0.0966026312030182
