Momentum Index,0,1,2,3,4,5,6,7,8,9,10
ANEA-L,0.1395348837209302,-3.755916474956554,-0.8612350589911455,-1.222660234114675,0.139239887307773,1.0448400018949255,1.016181067206749,-0.25953492474209744,-0.25418947156730837,0.3337044373295192,0.29374817501806294
CPI-L,0.0958083832335328,21.572603997002897,14.572255009484833,6.813424490291984,4.52966964449591,3.4700684215363853,-0.19427062456599536,1.2877623493520067,-0.8836620508024013,0.20891755689922645,0.309072709951715
LLOY-L,-0.083211678832117,-1.4047244994930979,2.140887550075214,1.20803604599196,-0.7665818599821708,0.14686936635574993,-0.9757491495116581,0.739399706219854,0.575708458706261,-0.1855594596560075,0.39683446185312604
HSX-L,-0.0833333333333332,-3.7505336784146293,1.1245406170068013,-0.18350707203536692,-0.8088336865245116,-0.22462853931556928,-1.508766996505709,-0.1537186157332257,1.2073265770666568,0.35433923540556617,0.0104471183941002
COA-L,-0.1249999999999997,-5.355245289505693,-1.0573633849700208,-1.9192660349019774,1.5403774647018842,-0.3418656161819774,-1.2825332205569153,0.4852755316240326,0.19351035441333547,-0.04522521510258771,0.048348750050820136
HVT-L,0.0,-0.976339228474431,1.3246544994163048,0.6088696138857459,0.3068014984382767,0.487904307867569,-0.3603799703513442,-0.20773466875670132,-0.32423281944323,0.18608775988002704,0.5187633739056382
JMG-L,-0.0875,1.033838660904738,-1.639977118815277,0.35055705436050366,0.052827498394763896,-0.395045475473252,0.36018049107094713,0.8782480216795469,0.5171239102806757,0.27804437916013225,0.07429809110226299
SMDS-L,0.1111111111111109,-3.9848537324779527,-0.2205002789010736,-2.61773079831577,0.7606302812182734,1.0295458581462638,0.19976429037323398,-0.05862143165888949,0.14484127974301717,0.34236282967171994,-0.35641370519637505
NWB_pa-L,0.0021186440677967,-2.6459990833013785,0.9114858285982096,-0.7037497004870337,0.6119944507902432,0.010751258123692266,-0.12145096896385928,-0.28556032140754667,-0.44133024617324634,-0.051206590673717016,-0.00222745861955845
ANTO-L,0.0126903553299493,0.08537179501099791,-1.1166390311705643,-1.100138142905993,-0.27665349233584163,0.8184086717715701,0.20378864206922145,1.245711110791785,0.16709036779570896,0.35170328706472925,-0.22154702803455747
GRG-L,0.0549872122762149,-1.8381191282871578,1.5663389306498108,0.8715212683945875,-1.2988404468697496,0.6415231042553405,-0.3458964323442335,-0.6908013737989926,0.8495547429504163,0.4788852149433436,0.05609421296393651
DLAR-L,0.145918367346939,-3.4872927716369437,-0.4699619346800291,-2.2340068761864655,0.03551679865576788,1.0757417505865452,1.0785006072149763,0.42380725649242385,-0.13513387372309804,0.046422072862415724,-0.22183093175131144
GLEG-L,-0.042016806722689,-3.759226387162754,0.2753850448317936,-0.752944364623079,0.2435694960461202,-0.08407148703227448,-0.5443044294615791,0.08902366608298375,-0.26031073707009883,-0.03821543869847125,0.03663796112372281
EDIN-L,-0.0417853751187085,-0.15037231191451722,0.8123077205696831,0.532994749414235,-0.1762751053413716,-0.10812836892081079,-0.13548584825832988,0.049915114400218744,0.17501551918547328,-0.22251638310865743,0.012218805041110342
HBR-L,-0.125,-4.634859784573653,-0.4746006248497123,0.4103158517535204,-0.6713979096005849,-0.22597402174854075,-1.289660067490667,0.41017423787922747,-0.033846740266585004,-0.31644224461753506,0.06589688570561535
ALUG-L,-0.1677852348993288,-2.195278742261725,-2.5527979704561674,2.3935330647507005,-1.6116156790797178,-0.8026478860333699,-0.3378930546168562,0.40768325948509476,-0.44277940584854886,-0.48025148525005934,0.11010871895872637
CNN-L,-0.0970873786407766,-1.812451666890788,-0.99421956180356,0.5139763500623993,-0.605794345622833,-0.42794521552082543,-0.3656542353987792,0.2185331729765644,-0.01811993289939444,-0.08138387218599188,0.3435805362005723
SNXS-L,0.0,-0.6985659869858539,-1.9263530851655806,-1.5424255561831972,-1.4723119329999073,-0.21114156679704404,0.4637976563130065,0.14572044309159213,-0.38413845221421616,0.012115481855175742,0.5167326914208452
BAG-L,-0.0013550135501353,-2.471813853507562,0.7834313716109872,-0.5831615737115865,0.4495947246281625,0.16790312808379504,-0.2935552604900447,-0.1701279764111324,-0.2391290348099614,0.1797531660825486,0.00618405429850334
CDFF-L,-0.0312124849939976,1.9778916183820645,1.1727631356518198,1.1263118055376904,0.2342674626608089,0.19689049690621305,-0.06439621808587213,0.14738959512800887,0.16090155342006277,0.2946896709174105,-0.02703616158253686
PZC-L,-0.0385126162018593,-2.14025088462545,-0.6713542538897388,0.06488809489605721,0.35354009384316326,0.02111446427201512,-0.20521998953919232,-0.24459821583029165,0.15828949465091874,-0.35067997064145706,0.19243382221335725
GPEG-L,0.0804020100502513,-2.1115069916636173,0.3634675703736419,0.6013333588453059,-0.7029660638936511,0.794980038786114,0.41292998157062427,-0.39749404255779486,-0.01669588801489308,0.09612264347895039,-0.08297289595498518
IPU-L,-0.1069868995633186,0.4217897597545589,-0.2741786815737663,-0.1379698730742507,0.5477927874643795,-0.748926870447477,-0.2888476681436067,0.14019811321945938,-0.17352507851886195,-0.009718132411009859,-0.295792250575141
PSON-L,0.0193637621023512,6.454231979388194,2.2822784460695056,0.8925076516445289,0.7767067845950778,-0.3175454708043924,0.7264694857657359,-1.14444643986498,0.1777790571139166,0.18265450661464766,-0.3403272044101116
HRN-L,0.1130136986301368,-3.5100751048071612,0.36088872831054886,-0.1702924126692363,-1.0678347621313875,0.8698250836946525,0.4399815139731473,-0.559149521094727,-0.029173531276735814,-0.12156076812862966,0.16984099555262466
IBT-L,-0.035264483627204,11.24204833368708,-9.981996798545296,3.5134000132479573,2.252450887836952,0.537312443263423,4.115772694311984,1.4586680593625028,-0.5699642791394547,0.9622919186716229,-0.35822578218659157
OVB-L,-0.1818181818181817,1.88430868101864,1.101967913193279,1.03526568428457,-0.03856019882613741,-1.9872315283738324,-0.8929508425097477,-0.8590232243352066,-1.0072629937774698,1.6796010787129907,-0.07402528601739056
ATRAS-L,-0.0808510638297872,2.2008223137954426,-2.7858896798347748,-0.15360639751490865,-0.757264591762498,-0.5773091584567305,0.9269932685876017,0.983165343415775,0.47515420655513346,-0.014686018784122633,1.0645481330613829
CRDA-L,-0.0826923076923079,-2.6938150835029018,-0.1666701252886398,0.11723655952768283,-0.5191367343510269,-0.2193281775834956,-0.6897971593662791,0.3307749781358106,0.2462677571679252,-0.1581472378733692,-0.32522449302796064
BOOT-L,0.0323383084577113,-2.700830024288755,-0.24047317128871687,-0.42797849099324764,0.22488988737980276,0.5556022084678338,0.15940046509188957,0.10779179597762596,-0.24502986345082184,0.2936074904689574,0.04575890368530557
