Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
SWGS-L,0.7499999999999998,-7.16550839943754,-1.595545464445937,0.7671263455127498,-0.30295409549388286,-4.911494912032948,3.2331386906353137,3.9694938112329217,-0.028549261350283038,0.8057860110341729,-0.3181878430068947,0.2641794041978621,0.31636426745542406,-0.7933544057431815,0.2482649890293685,-0.003039343641270146,0.4809900829018706,0.13018246526832442,-0.07511896514670116,-0.011520482683127895
ANEA-L,-0.0131482834185536,5.152919465438629,-3.3558269368062854,1.8746532661914472,-0.875728900084568,1.0672294690980402,0.40980716351700797,0.03503868112221941,0.47583527574042955,0.329353243338906,0.2804156120722601,-0.15465281349477977,-0.3176584402706612,-0.35963783854420217,0.1761223376398969,-0.3453163458801884,0.06286976108870734,-0.05781201262058254,-0.3313888500321992,0.250608944759331
CPI-L,-0.0725750174459178,8.579106894576125,-2.9885297435248908,0.8225159398961757,0.8701481442210106,-0.08099075875141608,-0.9575172588663574,-0.271610759541709,-0.2533255196961991,0.25243682984382676,-0.020099999978693127,-0.06531935333760862,0.1781764965032029,0.32734458673133376,0.06649194052616167,-0.2969436824284203,-0.13462241200265818,-0.09054754224597739,-0.08841905909425912,0.29463961006568357
KWG-L,0.0,-9.404840129905546,-1.225997097605325,0.42240006935149477,-1.0458155464790828,0.34097947066742473,-0.18197783173194068,0.7331787909416458,0.07828281664539796,-0.014579807879514505,-0.0063664951270645115,-0.11831461997715202,-0.11877102260726768,-0.1407785081600834,0.0755118731877876,-0.07354540159386415,-0.1683102596584195,0.13959714961891503,-0.10786960536708941,0.0626119663503764
BKIRx-L,0.1147540983606556,-5.692451186676847,-1.0744378224644573,-0.4487032682014606,-0.31009252830147244,0.4959219542921307,0.3952739992596991,-0.7599694878912246,-0.04850275141610307,-0.6361666330058733,0.5265622729389596,1.0144830196312873,0.3824506699861511,0.26921195732225023,-0.13054281484350652,0.06020267949789731,0.1890195979313208,-0.02484870596263396,-0.16863263678993407,0.014131977549677271
LLOY-L,0.2490842490842488,-7.543565401902099,-1.1082798990293274,0.3524475967023907,-0.4905564722735047,-0.38680561856626783,1.3365169531052752,-0.5188178618841174,-0.1587150737408784,-0.12346491413729578,0.49885085505738014,0.04974316392203414,-0.24612117392101476,-0.06278029488885119,0.187954296783525,-0.29648787673590776,0.2525393821344474,-0.18460680815457153,0.4837174291069153,0.14180680683743027
HSX-L,0.0486763450042704,7.558235340823002,-1.4835801095399337,-1.1530168708133333,1.491960002949435,-0.05804016685388158,0.0010196046265669569,-0.5768626495987653,-0.38502038070784705,-0.4923399362433974,0.04694477012286218,0.07237130620002408,-0.2202764549850629,-0.5105165642912287,-0.0442390474975663,-0.40743619129381253,0.06164813786906646,-0.27576678230540896,-0.07057370379233448,-0.023055144794806668
LIO-L,0.0516431924882629,-5.372699628664545,-0.6388990430934894,0.20136269812057528,-0.4840587192125793,-0.21555182414291282,-0.013347031203601926,0.48519050400956043,0.056836702511594867,0.03362435397602837,-0.07756591747128679,-0.24583675445192515,-0.16638672866221235,0.13853184700135251,0.25570842320619447,-0.15932371283628158,0.07327676712474178,0.013639769265844202,0.05067865547623325,-0.032396476740546916
OXB-L,-0.0638297872340426,-3.5230886554981713,2.583667421712163,1.4423805630437019,-0.3895741958871601,0.6416740258000946,-0.6858078168341062,0.617417302248113,-0.7231743437404061,0.6415388835888638,0.55533161997872,0.01052767107921604,-0.850525919549463,-0.1898612920538046,-0.5382501607655363,0.052539938263788555,0.5638979419668474,0.5361610815851157,0.15898810423572918,-0.023283974952867326
COA-L,0.0178571428571427,-2.945835240827009,-0.7575015858080484,-0.5374998087915321,-0.1850909152461258,0.4872206685634715,-0.09342848725849812,-0.3352490474044176,0.23806760548710731,-0.2227123708752986,0.06122133166870392,0.4052402573218499,0.3826215972178939,0.0761443727497593,0.150064380865422,-0.1584044260197182,-0.021093544609699453,0.11300934408188702,0.10284944833840665,0.12336959982054603
