Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ANEA-L,0.0999315537303215,1.9702001447202497,-0.49600660192341073,-0.661656115011704,0.2792962374304452,0.7832268598557509,-1.1416117451952394,0.15273367269444438,0.8085635408777881,-0.17502785553711986,0.34354255886463414,0.32449983461063475,-0.25812517443084404,-0.01704652461792002,-0.35476462099682,0.18700968108126453
CPI-L,0.0638297872340425,2.3997746568791736,-0.4310106125158896,-0.8612579989484401,0.011695622021163244,-0.6391171886205502,-0.48522185140997165,0.6783773799714548,-0.04754097415769168,-0.34966430478208643,0.22425746988721187,0.1080505452093056,-0.18650942972242915,0.06047317718459057,0.07745102770748637,0.008294924183172373
BKIRx-L,-0.0106382978723403,-0.03445361495208951,-2.233253277831077,1.6244572661157122,-1.4652668327046123,0.2286232218709533,0.21696425773170772,-0.4368810289342742,0.13416640523742918,0.026597629511077518,0.09747983033893362,-0.12553929243603054,-0.4258711593602604,-1.0481090358051766,-0.17467551345772322,-0.3721437847798176
LLOY-L,0.0078534031413612,-2.39121841885903,0.7656259224048039,0.36504348019359,-0.18430782187378603,0.010451828270839002,0.09301116540246418,0.1133705587511377,-0.0019644555769368684,0.013346614587765992,0.104195148322849,-0.04273339414820588,0.007510067044693324,0.04830505397326715,-0.023846504921471855,0.015420833928544814
HSX-L,-0.0191666666666668,0.7946578792124143,0.4677258467956102,-1.056517659019616,-0.29071317104171673,0.45881835391283743,0.13771871009150255,-0.05543802073383837,0.7854471324202874,-0.7026558817143459,-0.6580100873733273,-0.07075399815448177,0.32114397451303217,-0.17819389567709892,-0.11441076910715288,0.04572679404122507
LIO-L,0.0372272143774068,-2.665926509743525,1.7810056774591536,0.25687847036669953,-0.15435184778663438,-0.013065513681536533,-0.3212590596870947,-0.3098602100606088,-0.39834938405928016,0.18176157744227117,0.07038140697309606,0.35571921238943344,0.2179239262776111,-0.11060109598921933,-0.05545067819938099,-0.029480832653224865
OXB-L,-0.0459770114942529,1.9653964960380412,0.16508135401526886,-0.9968832273860517,-0.6759212616442938,-2.4718265022063926,0.30900596106627143,-0.926688986909702,-0.08530016438996824,1.6778497222741626,-0.24085501564109452,-0.2945821560075978,-0.30478948963356745,-1.207706395816512,0.7788014491070883,0.0035604485981729364
COA-L,-0.0231213872832368,-1.7832810429314023,-0.08482525381913882,0.4891815281865602,0.1506536395997703,0.3669314634133259,0.4976107063092358,0.16741809397729712,0.18686621934932576,-0.11346862912185794,0.14470174457108076,0.08522906763920465,-0.169000676002255,0.06557582624061283,-0.053827740779835175,0.03947061356811152
HVT-L,-0.037190082644628,4.840566114539151,-3.9376485915793764,1.925370030846713,-1.381348020007303,-0.37038200701874935,0.5844610741748606,0.36002299478810573,0.4354753011304759,-0.3744399267755611,-0.3417890792981106,0.5243687513908047,-0.47443793584664784,-0.2693415736131324,-0.23170259512838892,-0.43639720937983373
JMG-L,0.0630171865054105,2.289381612521616,-1.8711202981979052,0.07930861619817182,-0.45731718375940184,0.2076470979388,-0.48054562734526624,-0.06960446545484203,-0.05948473771073695,0.278535023714027,-0.27462651958702405,-0.2869645093153119,-0.13962542565257333,0.014007634435372063,-0.1883210160567926,0.0705115868492992
