Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
LIO-L,-0.1055045871559633,0.25891311615110224,3.554966087750053,0.05718924978161732,-1.4683075713100673,-0.20063771701484864,-0.4329313045052666,0.8808392725087851,-0.6666660298500937,-0.011624389929270063,0.08698130124903826,-0.0344896333805678,-0.03291785750054908,0.11860278353443426,-0.23121390284272936,0.05504348166222467,-0.22911688498696137,-0.027118777242659646,-0.07292794758830855,0.2055554250072215,-0.038276900309198704,-0.07770113032088508,0.08367185884265066,-0.021965777817088698,-0.0012646462039216863
ARIX-L,-0.0338983050847457,-2.0154758325190514,0.4536846075444268,0.9318439384009297,1.0826245603730942,-0.42924683688255627,-0.39117373855025317,-0.48832843386629027,0.11852061400300994,0.04369073826672221,0.20487743320381432,-0.177337098941692,0.029285325663336213,-0.4500226502790641,0.18716279468900035,0.13384756046434806,0.13822643150435748,0.02923132145450971,0.3745514394631062,0.0810471258317636,0.12438935564334178,0.2107000677775007,-0.03331761313174235,0.14691823894351147,-0.001435993318344571
DSM-L,0.0751879699248121,-1.342492255025016,-0.4069482755594184,0.3315787059046506,-0.311744974905856,0.13077407605374233,0.5322546755778544,-0.2795949899766078,0.3430253874063532,0.11771381893690969,0.15070186785054263,0.030805998591721125,-0.21791932850831536,-0.20762960265853184,-0.18978929198947167,0.03523378932233538,0.2978400976859232,0.042316244164530184,-0.02151208199575591,-0.001869210812560781,-0.02568836606374861,0.03426399748375284,0.012095779329668706,-0.04585537443026498,-0.017676045428156043
OXB-L,-0.1149068322981367,-3.2809414486543957,2.9502231695355063,1.7306308408311684,-0.832021502109999,0.0002498763895796283,-0.7620958859097007,0.8519488275872525,-0.24068538661400551,0.006606248179832447,-0.008768588638872837,-0.08273301171823358,-0.18080926000524594,-0.010079018269286696,-0.002776927265280365,0.11069681754567293,0.11813540575840542,0.0527615839089217,0.11057929967791177,0.04490045262234393,-0.12821313557145672,-0.26853674325668137,-0.027815428452139777,0.05476370352156117,0.09919158917979153
COA-L,-0.0815006468305303,0.397098122004605,-2.3970264340434557,-1.5873863831781112,0.9647067903235605,-0.677142509765147,-0.48763060873335595,0.7503903625205126,-0.7985234581090362,-0.5872316581229018,0.19613215487002914,0.08131540432978873,0.21634821697038653,0.11426379764487102,0.41689128063412584,-0.019108661032621512,-0.3836747734740933,0.08208950545035072,0.011209493612870968,0.04306227648814633,0.0840868880527563,-0.044503154305042106,0.02732027415436626,-0.05943675416431932,-0.03619591449983108
SOM-L,-0.1122448979591836,2.81047929489627,-1.0794540672138027,1.2580441300709038,-0.2665562094368391,-0.068359041304005,-0.8262831928444613,0.26155254362305747,-0.09770361719622764,-0.33324908934069064,-0.06588042286687207,-0.20635004406593635,0.3120124865666335,-0.21033918425012996,0.42315980434397243,0.28409229818608156,0.10796409953412045,0.12760071377905516,-0.2568743394977873,0.2962029399682845,0.023655265165237627,-0.25180240699923995,-0.029639882943464202,-0.10931640441071232,0.021259414184841764
BPM-L,-0.01010101010101,-0.5217277208569128,-0.2720185027249314,0.1735628625875729,-0.7333140235065241,0.41007612215917855,-0.12273879639326472,-0.10807246438718301,-0.028636845062586153,-0.1666464669758543,0.19381525182309445,-0.25700097814013356,0.06582710101857338,0.12053189781973218,0.11967686183445285,-0.18065076794332,0.017900155881947426,0.10842034015935606,-0.0674633711514965,0.057108853316073904,-0.15423850478659085,-0.0006269263016343064,-0.10319842740198006,-0.022186671972254553,0.13754733459082427
CYAN-L,0.0163934426229508,11.329613440256345,-2.9785622477214786,7.73853240868924,0.5280316339481459,3.9292425967090097,-0.6286682604523721,1.4419825706576288,-2.0033891812245126,-2.646674684111057,1.3522094306146197,-1.5167869750810548,0.5063919129339478,0.0058826428950337056,0.5861257690196902,0.6294990099279008,-0.7870841045513185,1.3332150224272388,-1.8501737989440834,-0.2355157270283888,-0.4746377196445466,-0.36519099983021974,-0.22201353020173098,0.5377399039969837,-1.0315959563152393
PRTC-L,-0.1600973236009732,-2.925804949974392,2.941132246020016,0.27307794861837353,-0.46419816897433713,-0.5494475329302059,-1.1373068816249532,-0.13831462360533675,-0.23175216962606032,-0.028878622661925854,-0.318488600402594,-0.08247344369799763,-0.2668857130006433,-0.028063652198135027,-0.11028720190962542,-0.18314060655280648,0.10015736706296942,-0.019698338631953995,-0.21122655913303115,0.14623688163442572,0.03293047816505001,-0.05316734313038582,0.027651837970999432,0.07059161848352408,-0.025445484648657948
SYNCS-L,0.0910224438902742,-3.473632897929597,0.8616315249114525,-0.1172996630007534,0.007365728231183904,0.6004750280372119,0.5343224484515223,-0.13534441073185816,0.20718673401647975,-0.4427655367078828,-0.5178098030614336,0.07811439848064888,0.2849517976312177,0.14219416148947078,0.00840112744228736,0.014613430685625628,-0.05503633776997686,-0.07815814967910412,0.03332498500022485,-0.09871712176769121,-0.1529322292437167,0.18702657237130857,-0.07866862315526198,0.0851613388828362,0.12590398695257568
AA4A-L,-0.0377358490566037,-1.4658057958250357,-3.865181240189124,-2.3162679517088227,-0.26333951214699686,1.0837757582085994,-0.6674362190848713,-0.38181760308506935,0.10068455059856163,-0.6451499419113519,-0.11507593367239216,0.3332898475930308,0.09679102562762654,0.16904543734730484,0.019300620504325607,0.26022276688888,-0.12539932224836425,0.11612888019516451,-0.048538268054757965,-0.26685940221449056,-0.11378194050766063,0.08770844601432398,-0.21995764187560118,-0.032485719982867735,-0.19684330850934925
HVT-L,0.0,-2.814928550642952,-0.30457070363070654,-0.9357938757619957,0.6949010495687884,0.2538855723457714,-0.18266697056297979,-0.41119821053693995,0.3080104153447418,0.013772313452078218,-0.09584989469917479,-0.06839597764282589,0.029929469935274462,0.17674749458597794,-0.09701441550425009,0.09326824844625468,0.062207956556056564,-0.13235442746801762,-0.00491324677974083,-0.07516097495689167,0.11395448348889578,0.11192786756246431,-0.11660125732865295,-0.06382262581961348,-0.03016106309775319
450-L,0.0294117647058824,-3.9512980766450005,-0.6495291294732948,-1.2374961571196101,1.2409824228851538,0.2864411158157136,-0.016414249530038474,-0.8853902600581854,0.5471145199481876,0.5942353061552524,-0.11225829086407721,-0.3531637031068289,0.3092876336082293,0.05981631711792092,0.483729675864147,-0.12124540149374845,-0.013019548276118125,-0.18692070380522458,0.005443842272221249,0.16042430793773207,0.0600613270885714,0.24692167495870448,-0.27286417147440484,-0.021894672736813725,-0.1923733982566336
KEFI-L,0.0213836477987421,-4.4249927119414645,1.3635453064339103,0.019916759605374174,2.2438559677151164,-0.901397144833194,0.207571484187591,0.09580429365163053,0.10532890918833045,0.34510491692108003,0.2682108983899812,-0.1536374104212632,-0.04812139870600861,0.34633972346731784,0.11864793627027832,0.3082783126343462,0.011773221464241633,0.09617052153625924,-0.09684683506812759,-0.04841151565411212,0.030516831506777677,0.03251836045124749,-0.1445576999058675,-0.244520491236494,0.3429116043608183
AXI-L,-0.0109890109890109,-1.0739814696515384,-0.4569351506584007,-0.5481417749468259,-0.3716294975857777,0.42715122532052047,-0.15045108791848458,-0.13636163624946213,0.21209450256741172,0.1551784349069631,-0.006370752526969503,-0.08214871042944204,0.09914647486378118,0.04214182237644111,0.013474507105990933,-0.011711206275703049,0.0258966793771136,0.0003974715033361223,-0.031659727706857065,0.01680842043944949,-0.03719658439730786,0.03150523030830177,-0.07773823374222312,-0.03051885013901677,-0.03538206910312519
JMG-L,-0.0488656195462477,-0.7616860396755155,0.8681563371109308,-0.460231749935544,0.0965003773786864,-0.01867507031966281,-0.36020330094212055,-0.09211968874631811,-0.3133878182649249,-0.16950280837398143,-0.14473769901722164,-0.12293909277328653,-0.0680242285837829,0.051730027928670305,-0.005647155733692421,-0.02928097220160655,0.03486211885806047,-0.007985579766572895,-0.058344408778070386,-0.013186520930264388,0.009267595169484354,-0.02146633761780687,-0.09984900660397854,0.016358021466600488,-0.022006944763221473
GRCG-L,-0.0666666666666666,-2.1179011618849652,-0.9673719579504663,2.042307342395006,-0.9286145108135675,0.896416690757239,-0.6410996742732223,0.3411716891768486,0.33652232160843826,0.5980182496189985,0.10401285680559925,-0.7278116273837372,0.7922841528376937,0.010388749566062285,0.7497139531902971,-0.700229964609239,-0.033990155162635156,0.25227530163409617,0.40250893087486195,0.3342211682349317,0.18834160916165923,0.1417298078846768,0.04133322029353773,0.14129910973335125,0.012692010952060807
OTB-L,0.0,-3.9127594036252606,0.9063644408551974,0.5994258536550376,-0.15724072841502001,-0.05245340192859942,-0.12640176276617557,-0.7442118107519609,0.529533705177788,0.34846681094833315,0.014297559337554269,-0.08268914656933851,0.03974609082160259,0.0006926748758958041,0.47228967706569475,-0.3924193249581393,0.06568376561570864,0.021225223348654777,-0.08541205265185996,0.3189287009158054,0.6192962218438539,-0.2608063286751133,0.18452812528407575,0.08460160505385778,0.11094505502140092
HVO-L,0.0175438596491228,4.093444165175254,7.7537325845679685,-0.34033562998837164,1.401852858818235,0.4688413815284804,0.33444867356555275,-0.3284237659734844,-1.635269139726892,2.4347242562536113,-0.5154226810618056,3.3608494558376942,1.1951228633290643,0.5535693776203522,-0.17567628057540258,-1.1933249390146992,-0.2959405828556395,-0.1777247801767362,0.13988761583426343,-0.5073404875714155,0.4684432436597743,-0.24040356750713188,-0.08594013777611507,-0.20211287086037347,-0.14174825560046903
SCGL-L,0.263157894736842,-5.497611876078867,2.0026857277904253,2.037091662211893,0.5860754021327816,1.5797504931818076,1.5769147119254248,-0.9370023540400602,0.5113013788261673,0.180699667359076,-0.19722803589001917,-0.6283318369279303,0.2664875081597548,0.2584506603143058,-0.12629266213315862,-0.10722413655502866,0.17660584346482233,0.2715137360062934,-0.20388637664551704,-0.07113927688344787,0.07096463793051168,-0.10423670797856867,-0.24853004316253252,0.24281924898242352,-0.05414020408399106
PREM-L,-0.1,17.985069048534683,-8.07397121844053,2.5847477865456536,-3.351133823290725,-5.297601376043133,1.4727389063120708,4.53740337226792,6.845406277641472,3.610268123742694,1.062685793252362,-1.7870569832859435,1.8863881510195182,1.0467329085526766,-0.9649366949139488,0.07519526661898229,1.314817951583879,0.2712455580487565,1.04783776784735,0.3321457445902758,0.8535510672151029,-0.3497979742310695,-0.35965906971121264,1.188076160482204,-1.0787172447341926
MUL-L,-0.0483870967741935,0.149620916809177,-1.9217373099390633,0.2715038969240109,-0.10786268551892438,-0.638069139481275,-0.2717669204872421,0.3004475375116999,0.09402161429184032,0.04822292008757885,0.005455021364085499,0.4817730652550908,0.47893065174614713,-0.32336126036195745,-0.3095241174521473,0.056134894740085976,-0.03185324214357635,0.21990256241915968,0.06536562489063799,-0.23325660094342646,-0.2265570820408395,0.14380755192548325,0.25790263844910694,-0.1251576282163108,-0.22606791481335972
CHLV-L,-0.0571428571428571,-2.3713420746227265,0.42716291152137226,1.4268666213953405,-1.818258871050637,0.1881024661556722,-0.32996760497783134,0.5358581815541413,0.08907277450268151,0.22833156359826678,0.2528010569089953,-0.1864342611694087,0.08283162898306724,0.03241054733088196,0.2003572292788048,0.005484748282902632,-0.16500546206240208,-0.1735348480467551,0.06530215323175426,0.03543900508838859,-0.14779220323852507,-0.0948130638413997,-0.08184828605605714,-0.14848215452436786,-0.004759518148928291
PERE-L,0.125,-3.7554182827018474,-1.525000166271482,0.8475825158519231,0.11498057642611399,-0.9148330743448067,0.9449589316198526,-0.21964341345932265,-0.17141498877726136,-0.8216884454981004,0.19175449047262746,0.5638040746803189,-0.3175075292154658,-0.09726352707231811,-0.2544102202941224,0.10699813004642429,-0.03750572154856009,-0.03596392890602933,-0.21450257551258453,-0.533171893412453,-0.3582354451948662,0.4700459023671724,-0.10078933858123405,0.14005297635089717,-0.17988602345723934
HAYD-L,0.0891089108910891,2.053802014541259,1.002773321068447,3.3914671615549175,3.5430325394197038,1.1452695889136526,0.3913190579352855,1.5191119683346628,1.4863316604993688,0.03426417780501189,0.6173148762347014,-0.18428818083595436,-0.030271584275473832,0.49955454549425193,-0.5258448191503245,0.017205298684752054,-0.5929046566799188,0.4461593372159956,0.26566591437678744,-0.18438473868930144,-0.0271840828329879,-0.361568391592594,-0.37830220127965025,0.5015233354188402,0.0738257850195866
MYXM-L,-0.0256410256410256,-0.10260695382529407,-4.010495890074776,0.26948363281696824,-2.9223103238957777,0.41476606110491404,-0.07296118205667376,0.8862832690689206,0.5538919311678975,-0.20390872464494292,-0.7478351129548308,-0.21876322373460233,1.1457500224529766,0.05181078028281303,-1.1830445041393598,-0.3593124418384695,0.7783306871853772,0.4382939569532704,-0.19689067082053893,0.002736182898824456,-0.334689886010348,0.5408946243059722,-0.012834917180253012,-0.013851023473177638,0.826816835653268
SMDS-L,0.0340624999999998,-2.1895147023118455,0.5111783319190224,0.36035515586033084,-0.05851253568096955,-0.08503476995513329,0.2608028850571941,-0.008520016637385283,0.0974593693509312,0.05825861532545489,-0.07507192365141453,0.3216799232017908,0.21590479072084,-0.15852262988158192,0.23847612757488654,-0.08407935402848694,0.005582423298654519,-0.09540023206757751,0.1214173234407068,0.014618628760533452,0.07396133778975926,0.005748937898290108,-0.04842030152308182,0.04037928824559365,-0.0304473649905937
TEG-L,-0.0320754716981132,0.5641444548449452,-1.7112332698496917,-0.3522423481523097,-0.6409860818761106,-0.7787802948343835,-0.12893463390492332,-0.24419380428407134,0.024258714005944815,-0.13043653065859073,0.1448491388474198,0.3991300746962932,-0.22222628170207506,-0.6006106145428171,0.23578054954763863,0.032782470812009086,0.07627776648756997,-0.04034406426706332,-0.16018049875575857,0.09890836590677887,0.0474633139324177,0.22900778834581195,0.14459896403210137,0.12297603759770104,-0.0030530893420054887
JD-L,-0.1150912106135986,-0.5868713471542394,2.1645163459315264,-0.06102805145764979,-1.0409322730042616,-0.4713864304573744,-0.6840208884979094,0.22872202663734278,-0.8215140407021908,-0.5703495145170948,-0.11257975529234744,0.1343636266247584,0.04098340781085415,0.24049962748293058,-0.12755757020772113,-0.20086517789709635,0.07403353595265282,0.14442035697090136,-0.05656692346534686,-0.09307568086357852,0.09934543937703756,-0.06084444659826099,-0.03290483587688731,-0.16329722905152042,-0.07173088605974799
DNA3-L,-0.0119047619047618,-1.962055094249706,-2.393690609710432,-1.2271201060287589,0.7763054420057468,-0.48498609730605724,-0.13594096851546178,-0.07922534610102545,-0.18071151064143745,-0.2265184710047779,0.25070482783871095,0.16824054525885201,-0.014973422403332963,-0.04878930857717459,0.2334684168630313,0.24888603198681838,-0.3326661650246447,-0.19506395133871038,0.10279109945332525,-0.08342303511748317,-0.08244704989576215,0.21443860031962275,-0.02306914471277809,0.07608186706363189,0.0874991881992352
CCC-L,-0.0860068259385665,3.572705963124816,0.8670589411917505,-1.461848479128657,0.15154999658081347,0.07633389523853966,-0.4965586589122886,0.1699703549709409,-0.5749046780773849,0.2622429665533881,0.2979453227673021,0.14204214550167377,0.21004189383297558,0.2786274122884408,-0.2212669431429253,0.21751673047317904,-0.2115038659150789,-0.062002503647968096,-0.03419151297810231,0.10951425935632769,0.04452133324033164,-0.046232159351449566,-0.1080856707721846,-0.18278022323580329,-0.02881192155126596
SLPL-L,0.0217391304347827,6.641125453206542,5.836116345918797,-2.123744690965534,-0.48839760530736814,-0.7541395474755255,0.5651522363022959,-2.6630960314052152,-1.7477725869090428,0.41325532538161,-0.5253255283596395,-1.6483504999583005,-0.33410036086367206,0.02186068488576616,-0.614942030083872,-0.20518109369096837,0.5203166984491098,-0.26081554153728614,-0.07340288477630598,-0.03583922226968731,-0.26210365327597723,-0.007353192652961251,0.15829014550162046,-0.30899982685915084,0.3071950724937814
SRC-L,-0.0506329113924051,2.312099362929682,1.2366843152801064,0.8704040462556982,-0.48878676236077995,-0.5822683685324104,-0.19035831177267898,-0.2015926133823979,-0.40121837574353897,-0.2548610430042696,0.5353909465351274,-0.45370539365820634,-0.018793284942332164,0.13905907989008368,0.38628163475971133,-0.31020737455139163,-0.0380043951210616,0.31968166425028893,-0.21236005791652643,0.2420598185810477,0.18689769860258193,0.12655117385746567,0.08508055329951608,-0.07329576633989442,-0.13046901901495764
CTEC-L,-0.0157845868152275,-0.07080531020966677,-0.585611161302397,-1.6054107767862529,1.1416267858750102,-0.62964852067434,0.10631956687794708,0.6553864566263295,-0.3052851022352698,0.5379839194751582,0.22473999360879252,0.40334889445636635,0.052582550603556245,-0.02029174327871612,-0.13082895499464672,-0.02045701068963368,-0.10806283749753398,-0.02007394076396794,-0.022236318095281375,-0.07701793356938982,-0.20429001229294683,-0.16957300294394265,0.03584173150136279,-0.031162384335781942,0.08010229118117695
CNKS-L,-0.0980392156862745,0.4988399607924807,-0.9730317763560511,0.14886218560773298,0.7459320928941947,-0.6928345797194649,-0.6120378199434153,0.8160220990936005,0.14718754708579299,-0.15382003071843228,-0.3579386358807195,0.32170249593248984,0.21334387709713107,-0.15271119667494676,0.3651679886364745,0.06297959834079386,0.1884669869069071,-0.10495312288237588,-0.045097576556355976,-0.02432378880886268,0.02269115478275621,-0.030873751790879755,0.21530471267970938,-0.057792843799556966,-0.20294434513767107
