Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
NTOG-L,0.024,0.3125599893239605,-6.497063021493524,-2.4269666551310385,2.7480129429463873,-1.715711418714069,0.11662285246711941,-1.1660772425372647,0.07668650226498616,0.24264289239290016,0.7515243752396347,0.07755663235211198,-1.1944781311071397,-0.5239088844623634,0.5549768018044079,0.2982288437358091,0.4145868773554361,-0.32541953329974993,-0.5669398728951267,-0.27596071740766154,-0.39097201495487305,0.3258284574407789,-0.8629624798069467,0.3931040891495527,-0.10218725433422059
SWGS-L,0.2523364485981307,-4.097370874424276,-0.1318319180541224,-0.7699222010369082,1.7544178853280887,-0.8068309714495429,2.1417114525259775,0.7656227197089243,-0.10085157709925366,-0.06053657687514032,0.03191790453431596,0.4208276192632841,0.06673018309541404,0.04395301933046036,-0.2012714765225852,-0.004780860653095969,0.1701390447275743,0.04342526839459234,-0.09473552061082821,-0.10468380558160066,-0.13001037628635032,-0.21980369808139769,-0.008717827123238084,-0.09455025774016883,0.09492699387542661
ANEA-L,0.1526315789473684,1.391491680145558,-1.5299360106507252,-0.9487517490345144,0.14467517205118705,0.7144235602413975,1.0978285828137373,0.013396675343202841,0.2762180129135823,-0.15373480978566662,-0.05702506346721716,0.3224162003995565,-0.20254825163987336,0.0022353086884541345,-0.24129244804201472,0.22440507449392322,0.1855242574795332,0.09321941961646998,-0.005093556286636263,-0.12411266703004377,-0.1178546469384608,0.11279767081738687,0.022874852942174548,0.01437467324593775,0.3613449089730206
GWMO-L,-0.0384615384615385,-3.382550590817919,-0.38934709446547994,0.3596243147320105,1.917543652570137,-0.10487912886784952,-0.5836706881258124,-0.8484535844267233,0.1518451831576109,0.49771437570528215,0.008135548143085689,-0.3376089427624228,0.6226283127743233,-0.11531246305830589,0.12713498406503163,0.025209498544240923,0.0006125792873042659,-0.19367610684425643,0.17856503419781036,-0.005410300401807329,0.12434595423935219,-0.2889574355609301,-0.28793641734012604,-0.05497564806367748,0.4483367599660387
OSIO-L,0.8113207547169812,-7.095268660528359,2.789144437047545,1.695371482770734,1.1790046821104978,-0.030531066149433156,6.357826751202473,0.91404896405037,-0.6644399071552332,-2.0696709977041126,-0.6175014640148592,1.400582202868738,0.5809372595095783,-0.019185957101558057,0.5169410059867164,-0.6014099095190946,0.18562838941594917,-0.2859789788795404,-0.35967000583885117,-0.08760658513563714,0.21406425433225942,0.12201432745164854,-0.17543161689305886,0.04693452623318245,-0.11575214696331944
YU-L,-0.0217391304347825,3.249145412742499,-1.3913832044713603,3.442575849298973,0.5270200075261434,-0.29101852342586176,-0.32038367215582636,-0.8638911597162707,0.9261781346568382,1.0053265723948723,-0.6055872676741267,1.2136579759033808,0.08478516557580207,-0.43401237924766917,0.8007879114163997,0.18370360540649353,-0.0422150736477646,-0.18473980024401881,0.017919884351187812,0.3603505935273329,-0.1242439011323822,-0.036853904728770315,-0.42977785737513235,-0.17108564483007074,-0.6757129827519955
SOHO-L,-0.0709745762711864,-1.4470140871738255,-0.10840721024772133,-1.0091363323691724,0.5766249348965665,0.039332922076896586,-0.5384329133798653,0.36825194723631577,0.011030729676752365,0.0573564548576194,-0.14994457982162124,-0.12056282146406955,0.11519341048358919,0.08870339797449366,0.10395806484659179,0.11567545784842918,-0.018825214750340675,-0.1575301138018149,0.03731328673938314,-0.0734104785052854,-0.06942342304887257,0.012134574932607101,-0.06591939003552467,-0.044964006257922,0.05640060225217608
CCJI-L,-0.0629032258064515,-0.3225481941314573,-1.2331865735083003,-0.9796867914541526,-0.144655446392934,0.1451497072486598,-0.5045745620807808,0.11092389242153994,-0.09698715620325003,-0.0451020510827747,-0.01415337959421843,0.09441235298567997,-0.15433742281207052,0.026271043923776764,-0.10387431671643109,-0.033398582676315056,0.12282883040800853,0.02553447160765072,0.020615479584806914,0.025108543073409005,0.038808826344974186,0.023381405427428652,-0.061475660431745384,0.008278888402981648,0.0444358946756654
GYM-L,-0.0092307692307692,-2.3494838097297523,0.601264455427094,1.021677755804909,-0.6966687914418479,-0.5799317183070186,-0.010063147088386867,-0.15697009349674929,0.1373230148478557,-0.16337319122649324,0.11699063661143523,0.34491817107348005,0.014864722428980981,-0.3067421765372688,0.1722901049291014,-0.12486768762006831,-0.06001571489755005,-0.017523865682483254,-0.06000246540301084,0.20806616084228743,-0.058096375988334635,-0.0791378404078345,0.18943360387308572,0.101796610153791,-0.09739215567100278
CPI-L,0.1332703213610586,-5.947715648694038,1.828579116771337,1.6716133330870622,-1.2493108985981431,0.18232922052617415,0.9568581785219508,-0.11897049795333098,0.30596678797751936,-0.25357807938647225,-0.010520417827403164,0.34277067085829244,-0.41301835912547863,-0.0769361437378518,-0.024045439371573225,0.02934846579607609,0.21739793129200957,0.10574407555464113,-0.10247245843502932,-0.06964740658230653,0.2007539695579689,0.0029843791404039885,0.17055177095068527,0.12396466686537405,-0.16965689248523574
KWG-L,-0.0357142857142857,2.860480868441894,1.1701194981193361,-1.8685732218684077,0.1750598536633687,1.0432112733548322,-0.268071306880272,0.870669335014643,1.215140555640524,0.5739566275444932,1.3528759807986648,0.5035810678149765,-0.5464644870794367,-0.15376665641803916,-0.20250619651111199,0.33100337473110203,-0.32269042685351174,-0.20193985880574716,-0.36286394993437837,-0.6259346243784538,0.04303303201759534,0.08881744162136197,-0.013595084271344005,-0.3010885394553617,0.12531538524359487
INOV-L,0.0498960498960499,-3.856237226374016,0.3425266145040403,1.0540042681680197,-0.38001791073985114,0.43209931506175125,0.23360070139006006,-0.05560659303252699,0.27910097540898676,-0.20945812169698513,-0.19638817818189444,-0.08480534995610162,-0.280183551079452,0.0579340031970776,-0.10298162980191955,0.08770624091932919,0.21403691246909917,0.0039066191702690125,0.06434527078027662,-0.10292458558770215,0.11176738991240223,-0.13093237213647502,-0.08662035925350023,0.05671837709126152,-0.08054975704166321
BKIRx-L,-0.0053667262969588,-1.0212602353557299,-0.32118301832347074,-0.6378640928878302,-0.24803383156919004,0.3498230542590732,-0.07537607764462247,-0.051103758329594975,0.01232540240868746,0.09586025577175637,-0.01250016203233603,-0.06571593047785122,-0.13562043805728716,0.06870137358129558,-0.03623279075042229,0.04762509000855409,-0.0010163045667924058,-0.06136020130339134,0.01176436396240757,-0.02829241161394853,-0.023666922298706764,0.013927467318580035,-0.06214879040707142,0.03276577994353505,-0.03586030953364223
DXDX-L,0.0,5.113762118497011,2.5109658635917564,-0.17420008760344868,0.7986661226481054,-0.17714465045980557,-0.005337295385813013,-1.7712311161734644,-1.0737268944086211,-0.1838823361873293,0.2490407879265415,-0.9422850418889793,0.021299535837001886,0.15551180494356276,0.3369362440663846,-0.10050017234133814,-0.015494280645505636,0.3498379520440556,0.35793722563021313,0.4786612173328632,0.24173853664798817,-0.18672090003284772,0.36175961441671417,0.0426659643703834,0.013830809137218868
PTRO-L,-0.0674157303370787,-5.310320687937553,1.5423817448089066,0.6893257152474822,-0.04898207661971767,-0.47118625038552814,-0.42645112295083654,0.5399796024831122,0.019641173339903287,0.1568910461164931,-0.13092453350889335,-0.01358018317222811,-0.1264197165643107,0.0800933017038682,-0.2004978235811428,-0.022728850582317918,0.30530184805467064,0.17756009853339574,-0.15530057618109405,-0.124704480050856,-0.004351042959351507,-0.1209699078675749,-0.09194835421799244,-0.07413847621921352,-0.12143442460955664
LLOY-L,-0.0318632622916226,-0.514326396550145,-1.7472734342326819,0.0007073062472533093,-0.767024514002282,-0.5948968320869933,-0.171727290391449,-0.1280588419071125,0.10076950545107599,-0.25857013807983337,0.019758512807810737,0.25411314277871605,0.23957996355323868,-0.19066263813435366,0.010003541894622422,-0.14667207535863425,0.1598375313625489,0.1287464949980656,-0.15917003279758032,-0.04008867913515185,-0.0992937258769393,0.2596983219433384,0.11654883187389865,0.06696776104959705,0.2193255140515669
EDENE-L,-0.0097087378640777,-4.769626050500937,2.100272419903967,1.2974434706411513,-0.00048340171058753657,0.08458690830259663,-0.25252792416012143,-0.6423176473498767,0.5387775645923825,0.19729982834259438,-0.4014771319056104,-0.10147242000342253,-0.18364859301863057,-0.13123160856887037,-0.09011606453768907,0.1497762562411534,0.12870917910026158,-0.027691770692141463,0.14607241070538363,0.027632665768227375,-0.06360831718433571,-0.1084913219350312,-0.05191260264221888,0.1787422300846226,-0.011665061311513084
HSX-L,-0.0440315087861038,-1.1927935631446773,-2.4976414922141608,-1.5483294422842935,0.25673485172835586,0.17324918425207486,-0.502682365421266,-0.26352104860927433,-0.15669580409844056,-0.40225741828973277,0.12892450714390616,0.12764036689191607,-0.04231465714422973,0.05547592043925055,0.4770162785126576,0.029072049726872592,-0.1261684376009437,-0.20019174379001803,-0.15092632011567625,0.05000887328239063,0.10793760433544963,0.15934651865006816,-0.20583216930227044,0.13747495404387838,0.03911271338163354
BOKU-L,0.0128205128205127,-1.63286801331423,1.905601523108035,1.8628317055624921,-0.5198235295278962,0.2508105143650026,0.049524289426429356,-0.13154487547254112,-0.22915351517634097,0.0278942471231425,0.024497614163470065,0.013594648167765884,0.042421506782505065,-0.11103833381887365,0.10985215065901634,-0.209853972513497,0.22448833146729222,-0.23766714629068222,0.2842198634681315,0.16855565097445468,0.05907273909623568,-0.03262860413476679,-0.3475076661387754,0.36621938091251593,0.04054746658638604
SEPL-L,0.15962441314554,0.6687280990306089,-3.3299388105207783,-0.5392529356015953,-0.2560618833024348,-0.21088842048064085,1.1938166710472873,-1.08075381363277,0.4623883013566913,0.27404858541868954,0.5369369433644504,-0.18077250962297767,0.045369840494532986,-0.13797261397214025,0.3778571072189336,-0.12494988416912604,-0.1930687332182122,-0.09538354354130654,-0.0642819063489431,-0.005966766412309078,-0.3245397109514544,0.08229090616678698,-0.17195774361522367,-0.17520546377412005,-0.07934264705961398
APAX-L,-0.0944309927360774,0.5833477583216392,0.15257900795182425,-0.7974968514592053,-0.05782291933987885,-0.19861826420880369,-0.6443376354379164,0.21091443273548155,-0.48394037140531415,-0.5127640853538683,-0.21229927630348439,0.06013529264760395,-0.15616260268703064,0.18580436805184558,0.10681486266713357,-0.12685153557736736,-0.12209222982886371,-0.08381753844375908,-0.13033322754332477,-0.04886183812125089,0.13560310936833514,-0.0014485121819189533,-0.01344595966842251,0.06439366013634983,-0.0659808282795732
GWI-L,-0.0051635111876074,-2.415798608792903,-0.6704880817607084,-0.695177039841551,0.188698716518406,-0.35854429734159915,-0.033425127622166935,-0.20762132625868618,0.0700432886938152,0.10140520971867395,-0.08110243706723805,0.13812021705575767,0.03176048969578046,-0.18385711252846024,0.02515929518940638,0.06748997166698562,0.02515158699242419,0.06927149914659642,-0.04133845098017071,-0.047780190322515854,-0.2584573897480554,0.004059621048177434,0.03609518406515629,0.06259494296648761,-0.04232571457972765
