Momentum Index,0,1,2,3,4,5
ANEA-L,0.0114942528735633,-4.238458379609101,0.18707180696206385,-0.9483323464226633,0.023214698811997676,0.38996107417987974
CPI-L,0.0691964285714286,13.6631892482696,-4.2298419952473445,6.187984595735784,-0.28487124901735567,-2.368764890465168
LLOY-L,0.0415430267062313,-2.761146851490064,-1.3128938891290494,0.6418979976127189,-0.22119915436950416,-0.16152732617853385
HSX-L,0.0177304964539002,-3.261308677875047,-0.9300950784000084,1.0435180753423998,-0.05827992169189026,0.28841291273196146
COA-L,-0.2602739726027397,-7.1671001817203495,-1.453889629937821,-1.126855646069932,0.5482415063945316,-1.0477105544782712
HVT-L,0.0,-2.8554080871001486,-1.024803267212459,0.32152779244864244,0.47695470694777004,-0.10574139973272474
JMG-L,-0.0038095238095238,-1.2587927588625785,0.6095630831685795,-1.035704431253548,-0.5664289125240044,-0.24970840356216537
MUL-L,0.0,-4.568082320494584,0.7481430596562146,-0.7480651232375445,0.40179872130339267,0.7179636636595731
SMDS-L,0.2355072463768117,-3.6183588910255207,0.1859058790385492,-0.7982876897350069,0.009282965778511895,-0.4125975114709134
JD-L,0.267156862745098,1.1554828650083129,3.1707537464713917,-2.5893187339485526,-1.9722486733427431,0.9513032418239099
NWB_pa-L,0.0365111561866124,-3.1057323399110444,-1.1266704999892045,0.40812642345329947,0.26572246701622404,0.005005219413046442
ANTO-L,0.15625,-0.5779386056165177,1.2670019686337715,-1.492017351382247,-0.67269132577416,-0.5290843233962895
GRG-L,0.0190073917634634,-1.6074239577672278,-1.0555319752301853,1.2127034538769754,0.005566919745009655,0.2406149101154879
DLAR-L,0.061038961038961,-1.0062002653012942,1.4792351625506346,-1.4918411254270685,-1.0446677041655228,0.5501897307795642
GLEG-L,-0.012779552715655,-3.2163208572940634,-0.1951906975858792,0.32329283879027804,-0.050575710759631874,0.39486260543134605
EDIN-L,0.0200381679389312,-1.062978311218866,-0.6313611072496571,0.47437632386186573,-0.03398386956232283,-0.1002376256608992
HBR-L,0.0327868852459016,-5.267649189717034,0.1603851922423943,-0.044891690684241335,0.059124797423099194,-0.13883734294530167
ALUG-L,0.0729613733905578,-4.343323406801219,0.5950162656097513,-0.6636106587619087,-0.04673596277826653,-0.06824826378598972
CNN-L,0.3619047619047619,-2.527587007637119,0.4253037155789911,-0.38233557781008115,-0.0020055451401884395,0.38557800194560937
SNXS-L,-0.0277777777777777,1.0200704530665832,1.5583965233974273,-2.2526482155107392,0.4486907318129843,1.3565120539667117
BAG-L,0.0122783083219644,-3.254964924876725,-0.9531835201685889,0.1821016857705442,0.17617116560506704,-0.1152921554206846
CDFF-L,0.0047393364928909,3.089798189224514,0.2751522020731003,1.4235864241243787,-0.5591277404081761,-0.02665973679443328
PZC-L,-0.1976470588235294,-2.3813228930920816,0.5747034620098996,0.25866367512962013,0.24413634093469427,0.21919487927561293
GPEG-L,0.0994371482176363,-1.9107714657003263,0.04942723895700737,0.5560593752685312,-0.23303447808547773,0.13149930114809713
IPU-L,0.0030706243602864,0.28920593001255607,0.1419050856501568,0.16225599321692127,-0.13665020912492876,-0.04506515047540415
PSON-L,0.0062539086929331,3.1331236502724567,-1.4377581499586989,1.183192096458627,0.42979521241225505,-0.14758412524044945
HRN-L,-0.0409556313993173,-4.021536459531092,-0.7852439842714695,-0.22402317281743792,0.3221532173876226,0.1288297765756244
IBT-L,0.006779661016949,17.364080795824318,15.465440855762672,-3.190308475350672,-4.327003145472091,0.5384908516852482
OVB-L,-0.097560975609756,-1.2183688828058419,-1.9385256814711713,0.4079745227774501,0.4542513017630498,0.4218103682892425
ATRAS-L,-0.0860534124629079,-1.0190245241923972,0.7681552073798172,-1.9658740076775827,-0.05072542180355456,0.18638834616042718
