Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
NTOG-L,-0.0952380952380953,-1.5904163950133436,-1.8263077840481603,2.6669383868755387,-0.9329490756778446,0.06998500420848504,-0.3960981276867375,1.0441614118438793,0.4651686481036881,-0.05998673592515305,-0.24106464957439916,0.898953989837739,0.6402018894416155,-0.06733509582222892,-0.3900477836927998,0.3133526539308321,-0.4261965574739798,0.6251129864353253,0.37664423717459555,-0.11308833264461358,-0.2077608945937595
SWGS-L,-0.0999999999999999,0.029079799347560543,-3.314034753673481,-3.490708882368169,0.028535632846211866,-0.40438155460788827,-0.9881302799382014,-0.012171051886219633,-0.6241195737456331,1.7734230115651983,0.38313965564068997,0.6151045138220514,-1.7525549853304885,0.17530416613115438,-0.25947558192281106,-0.23496314587770126,-1.3137533722084949,0.3775674174168488,-0.17789760828914927,-0.475395793562385,0.11437091521852288
ANEA-L,0.0331550802139037,-2.618056505347267,-1.0557268372509876,-0.34276926700732074,0.15424675139102362,0.5311360762030036,0.3518767896234693,0.27639326574820944,0.04358428282023986,-0.13228849451299796,-0.02151388412854196,-0.1409055032838212,-0.22781429055060057,-0.050022829840747594,0.1611061676448895,-0.14840058577262424,-0.12058889493485726,0.10670837160228024,-0.032717415941345536,-0.07830189254665666,0.060394749031061415
GWMO-L,0.4923076923076921,-3.8813020871592077,-1.884673274394946,-0.9427030710296835,-1.1987880913868847,0.05461838133030356,3.838359465005668,-0.6853325550365346,-0.05099511784286637,0.01225457483065932,0.4367813357196876,-0.9269141973339536,-0.3554781697907678,0.1692814532325633,-0.8200906570411749,0.6120412471741642,-0.035569218739792755,-0.42791744260524855,-0.5694400006332887,0.18186921191988495,-0.02252082258196571
CPI-L,0.0074871314927469,-4.823092004325659,0.9745306045770764,-0.2514129657393917,1.269607488322209,0.8477035883746311,0.08645541606036702,0.4367860024015435,-0.41521111087812285,0.18389594494440334,0.17087755893441173,-0.18961017849052894,0.15996167135766295,0.12144538310019591,-0.7165233325603435,-0.3999041303387453,0.39236313067893447,0.40936275954247375,-0.7088860527579691,-0.03821185252052744,-0.6446016466710452
KWG-L,-0.2032967032967032,-5.774665822195245,-0.9164230237843815,-0.10452223398209293,-0.789574613848918,0.5606512663473608,-1.584003318955093,-1.067127994258048,0.7332590005102586,-0.49316791225280027,-0.07262295758063358,-0.04207168713722645,1.0421019523126407,-0.31490598470041603,-0.12059333316673829,-0.13694120216340333,0.13174396726603876,0.08298781297626567,-0.02224787563092037,-0.001635638832167926,0.17825279532206434
INOV-L,-0.2810457516339869,-1.4023041475583204,0.6129158698980194,0.526345837025481,0.53389894880921,0.5240311093033726,-2.0580479791892126,0.3814030595953564,0.0027030442102210298,-0.18533780262923583,0.22822536887115502,0.10725117219141532,-0.07134294375995882,0.07442135677235377,0.03292259418003863,-0.04126044466624749,0.09605441411103426,-0.07888901147307913,0.04282766802807154,-0.00805122255017784,-0.022756745536905622
BKIRx-L,0.0086313193588163,-0.1828896998698407,0.5626564408299247,0.27984640334363825,-0.24457410456302342,-0.05427393878935722,0.07595494066134778,-0.05284654944377645,0.1704796689660573,-0.25140109731025034,0.03689934886481059,0.04274711753860013,0.03077121933038521,0.0445261888126914,0.13877007948573872,-0.05388137509372476,0.034289051129571466,0.007161598494800367,0.014472834507198653,0.022402774169516793,0.03632091313419655
DXDX-L,-0.1051724137931034,2.7193632316189613,6.119257543803996,2.385256194341614,-0.3411715981862006,-0.476389483913906,-0.6627507019544806,0.7451457304334199,0.3866136214689242,0.6397540576290449,0.15930289705861297,-0.48925930084974517,0.025618943448661245,0.3814264002806826,-0.012802553086490882,-0.05459300103602731,-0.0860161693845822,0.24507633935918738,-0.43120533386799065,0.00015937889885999526,0.12470511460137851
LLOY-L,0.0031551270815073,-1.1366775216452463,0.4906932429005912,0.49745314425822823,0.34849534814595656,0.32846149097672867,0.16192644269787143,0.6256582535140097,0.21814515777103208,-0.16172334124987586,-0.15715845204078616,-0.07811828255580193,0.10058366886502974,0.004647109565643158,0.03621334840435924,0.20523567814783297,-0.0980057956327925,-0.012011316891244484,0.12075101398436988,-0.11476914262695878,-0.06539020576793413
EDENE-L,0.0454545454545454,-0.11169110402202227,1.1929408381558322,1.257217574092405,0.38950420790400736,0.13594647294268336,-0.011300927588273868,-0.7923680926510017,-0.5966008631159504,0.8498751061809476,0.2253733603089159,-0.1814062918078512,-0.4420219405326615,0.017271132299952644,0.5677499021804778,-0.2704203485619949,-0.20042501399133306,-0.024314129677171503,0.20727324512197862,-0.20708850785086205,0.20807864520059943
HSX-L,0.0604938271604937,2.798342534892516,0.026566344615037617,0.6176157430880116,0.282202523513084,-0.382708216296384,0.31525421789852137,-0.10392389871714271,-0.3771980903325287,-0.12358640769244786,0.30102184297788825,0.17804719942321026,0.04061312805273757,-0.05540502408041904,0.27440330944303937,-0.031449852095805926,0.08587243755120677,0.03395975121079439,-0.2089190442620368,0.08223095609470558,-0.053798636462497024
