Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ANEA-L,0.0416666666666667,5.345432679126866,0.416332157428219,-4.626012844818101,3.0382564555732925,-0.7649634183129232,1.4807512779472471,0.37190482091618976,1.5091737405584638,-1.8221891705538533,-0.4852697968004398,-1.1134319275618805,0.6134903540591875,-0.10397723890655136,0.5158370471066671
CPI-L,0.0876132930513593,9.011619116120453,-0.6894554461768249,2.4424507835051585,-2.341483438127463,2.1714362324600844,-0.20289276484879507,0.09274542642426357,0.10245287387186078,-1.1156964138650018,0.6787310660072934,0.0070917935235013,-0.4777076762022561,-0.30447348784166484,0.007573055917893179
LLOY-L,-0.0141287284144431,2.8374683867323376,-0.11999886587089795,-1.3706427741489537,-1.9658288696839374,0.3928797501570038,0.19081699645281133,0.5940638723288248,0.5729904322207829,-0.3363251610174995,-0.761283023646998,-0.6374388295519563,0.9238319068961206,0.5837865012564921,0.027172958474660107
COA-L,0.0405988424343795,-2.8555968319298923,0.1473998630314108,-4.621725364150389,0.09983744983412951,-1.2260188138341812,0.7970740191095905,1.6864138869271053,-2.1319057687339025,-0.8567662840370932,0.09377105619292676,1.3388658607855415,-0.43729328928741473,-0.3507722392418088,0.36292925880556565
HVT-L,0.0,-2.389007923995906,-0.33144847602330546,0.08509352125641563,-0.7772743807566159,-0.7914657324215332,0.04325656910649563,-0.079579723836103,-0.316216134593577,0.13625770718157484,-0.3706764435092061,-0.03200564544832144,0.13171484437723047,-0.11816932071308807,-0.1287569440691728
JMG-L,-0.0099999999999998,-2.52943345511135,-0.2599106931704105,0.21524596987799266,-0.08323011016962757,-0.17840467457527032,-1.2273127508040311,-0.07242578061643272,-0.2605844710604052,-0.21661888182970335,-0.0873383067881446,0.12316758813188036,-0.22867348800053247,-0.024103191839012786,0.3044985464995463
SMDS-L,-0.022653721682848,1.9316843278897378,-0.04983393082973739,-1.4893230260628012,0.9194894927640967,-1.3344625340190595,0.1156038426753453,-0.08480675457846258,-0.07666482621428228,0.1758884100381286,0.505402233346887,0.36739245575614327,-0.20068833046047907,0.020239018720635805,-0.5496574383963896
NWB_pa-L,0.0227272727272727,-3.1481432401645155,-0.2651211526507697,-0.19949664455420488,-1.2103786896714186,0.05151313895733357,-0.4157379500354367,-0.3499650682626132,-0.15468452719843115,0.0074669377095485144,-0.5110480179613343,0.17632150707227023,0.22031745431462438,-0.057060068145451705,-0.040538583334204875
ANTO-L,-0.0413223140495868,3.401430476081707,0.03638882461031998,-1.5405617788660957,2.3168466847201334,-1.0703416441398745,-1.2767881354088166,0.6007814168628846,-0.6370716276131912,-0.11505237038579029,0.47805461314752534,0.6164137568607554,-0.38177853367631387,0.5092263960509334,-0.017032331095168406
GRG-L,0.0052122114668653,5.486737571669467,0.08529560756159088,-2.45928370839425,1.4655917731276287,-1.410983758095477,0.39794911618615153,-0.3473150649799307,-0.272022334326469,0.9942887394234005,-0.6890476040676837,-0.7742653976362797,-0.20113597678334647,0.10636725029045672,0.008150950016800444
DLAR-L,0.0419580419580418,-4.627836175091431,-0.07463832532305888,-1.2374758336568743,0.7960493699827281,-1.030002185110179,-0.17282386265645583,-0.23488877742088568,-0.7436440427562809,0.4926901077125812,0.6647824438659579,-0.1598066618258388,0.7761721309065525,-0.08864709526642771,-0.05230672187657573
GLEG-L,0.0153846153846155,-1.9093610540861419,-0.4514698356991603,1.9909852641266708,0.8381779240576666,-1.384463331690231,0.8405975458064505,-0.21463954235707047,0.5711991667388376,-0.024081747179956394,-0.08011676211484464,0.0833141149261393,0.2692028059047871,-0.2773103724645437,-0.05506762195890068
EDIN-L,0.0287443267776095,-1.1927496559369821,-0.24501196884579934,-0.29229030798592337,-0.7268600638893252,-0.15560218122685726,-0.09885765938504316,-0.24162252131949935,-0.15551972993422095,-0.18934909842011155,-0.043569505053781835,-0.0139039214310197,0.0033099703312775308,-0.14374197448064632,0.12219377166364856
HBR-L,0.0413223140495868,0.4502220959140814,-0.4101891755063536,1.5151021695232596,-0.07971091299099915,-0.7653137865118331,0.1764594276681747,-0.10382715538664147,-0.7259046697218394,0.619876017065489,0.07653259774070206,0.26050106642015036,-0.18202239673617696,-0.4359150214910441,-0.393555393125102
ALUG-L,0.0093023255813953,3.3918157850086263,-0.20376482865422776,-0.887860110431056,-0.9111708596822373,-0.20260577374607927,0.19832224102597912,0.4792803014921411,-0.1927384572508275,0.3446111333210007,0.058364889370943036,-0.6361009788782672,0.3383239283378932,0.16839665342005583,-0.14038988576485142
SNXS-L,0.0666666666666666,-7.821220032940288,-0.07038265224531558,-0.8313113773726004,1.444090438721643,-0.6437332560093125,0.08980319615801778,-0.8524370340753882,0.5621808128180131,-0.16063368468970649,-0.3376525731681688,0.6085523591220748,-0.04680823803290471,-0.4765121222218068,0.026457021948300963
BAG-L,0.034375,-3.614298743150444,-0.17210714721664291,-0.6899170775705133,-0.585915446854521,-0.725230764961638,0.21919633091471927,-0.14118840820633663,-0.5041984835910145,0.657248753416074,-0.5678019619706597,0.0026254617060079317,0.038482188552848004,-0.20199514241442085,0.12093785776809506
CDFF-L,0.0,-4.546039493980627,-0.26500805488982093,0.8892533048879068,1.6210929210553644,-0.40136327580136955,-0.5493911614406598,0.9290306389510083,0.9193949576701308,-0.18045468306251203,-0.14804522509119097,-0.28101625073911723,0.01943085534026279,-0.3099898847790019,-0.027483190280381164
PZC-L,0.0,-2.3348845831447314,-0.31603199379200697,0.41177621161277583,-0.3321585855484865,-0.3289519729737056,-0.38969290580186533,0.34598901519185327,0.09212503466899834,0.08999260559385187,0.19209606373654567,0.03670825234070301,0.022183870157467957,-0.05168627637315179,-0.08144290209662779
GPEG-L,0.089820359281437,-3.5913874290687704,-0.22310392676801347,0.10067897130495174,0.1829951195107669,0.3085255363716756,0.209897994649128,-0.3184429806703743,0.5002538695326141,0.059731219307191726,-0.14916139072302942,-0.03918608944834448,-0.03584083624189262,-0.5036479753563899,-0.029284392663354825
IPU-L,0.0729483282674774,4.939785178343592,-0.26142967423822505,-0.4864024094828277,0.29080219034728294,0.31767009667347673,0.3305067859925558,-0.1362206320021952,0.10403218565553903,-0.2532345914674412,0.4207820453571673,-0.19500617734827574,-0.025845305812511304,0.1290424157483053,0.08939294482106462
PSON-L,0.0357142857142858,0.23318073024388916,-0.17098753893424676,-0.6116956597607713,0.28282037735226123,0.2647652710805518,-0.4115745894736318,0.02433635933519568,0.20190137253074802,-0.36671134666146643,-0.2835366459957914,0.1327504727345009,-0.014169900898568632,0.4486765302755378,0.13155530539964097
HRN-L,0.0,1.988139496105544,-0.8851403766200867,4.248752273217361,0.35280234562233986,-0.05967480589070756,-0.6648163049361964,1.2028317595517524,-0.2828946528463581,-1.1471993334898252,0.8866243959433723,-0.5541332037225685,-0.6778612552742563,0.2941334676380213,-0.12387416278658266
OVB-L,0.3333333333333332,-5.7068057429501104,0.5238127947120951,-6.000307718696575,5.695613628781017,2.4867830144850314,-1.5851767712413727,-1.1051669870203051,-1.0348317593600171,-1.164937528279196,1.417463897655013,-0.17912203842561575,1.0500752881619502,-0.04776854139652443,-0.5041754966112362
ATRAS-L,0.069672131147541,1.3909339512052379,-0.007514238834591256,-1.2631151510123293,0.6938452298969773,0.2922728575558614,-0.6692197884445907,-0.5146807154839738,-0.5391795112798917,-0.3942401965596176,-0.3937450243179779,-0.15038492386274696,-0.26210954030402195,-0.2880641585601863,0.3528947839363396
CRDA-L,0.0238095238095237,-2.3674698988798304,-0.11399004209517767,-0.5559995655438527,0.3147688260319232,-0.7264697756491696,0.2502302647028531,-0.08233493434966119,0.21471733201255727,0.08208592501985419,0.14557811367206272,-0.14818186908463668,0.011196785207786181,-0.3883839500765835,0.06660433274871624
BOOT-L,0.2097560975609755,-4.431885085133471,-0.427909057707857,1.8430761694154272,0.9491460398573678,0.576564047988377,1.0395109099345836,-0.11663372506049988,-0.45734786674936156,0.5827305799750311,0.388800668773174,0.11214509019005879,0.017597892456112443,0.36872231760808266,-0.1671407440191728
CFYN-L,0.0070671378091873,-2.449320881393787,-0.6142373282213344,2.9694788738753517,0.3133055741186986,-0.55771820151341,-0.09248726580845326,0.3415223122473242,0.3474372776230477,-0.4227906254662188,0.2674357064361169,0.0883191254499883,0.24480551891638794,0.16120333720152544,-0.10248834252662574
BAB-L,-0.0873015873015873,-5.158783353794556,-0.1632757386331993,-1.4724724069589983,-1.8336276833612166,-0.7723371762377652,-1.0534209265769099,0.226971369416427,-0.004248539004210472,0.7181215309172672,0.4418565177708924,-0.2374297482413822,0.10123083165103557,0.35841936716117595,-0.22661183278120137
UBGU-L,0.0740740740740739,0.8820462937029987,-0.15017205462040473,-0.8707879637963236,0.124737466565632,-0.024796906900708952,0.553518512096507,-0.20815757758796447,0.13460229188319395,-0.13236041008307486,0.0005610218286585334,-0.36317849379308614,-0.011965144807925005,0.05250187534599535,0.1444963854053649
GNC-L,-0.0093167701863353,7.708115726322434,-0.2766856493816602,-0.45336040400615835,-0.21494325007876236,-1.0415822641099837,1.0011371244248395,-0.12905060369830848,-0.1188698119094479,-0.6057498920479829,-0.44968383747271445,0.09316679447416673,0.20807200367029546,0.19050005444811868,-0.13884894423246066
AV-L,0.0086805555555555,-2.422377678726573,-0.23899223619790533,-0.5487727533879451,-1.9572247700831198,0.0021556093763354612,-0.20633231232688592,-0.49584473956312897,-0.055609793450943475,-0.03152658387761281,-0.2823057167308418,-0.01903569692719309,0.08095209175412431,0.1402227012534597,-0.026967317186303304
ECORE-L,0.21875,-8.14395432910939,0.35036288321927656,-4.893431685744742,-0.7711204458887252,2.9658602804761403,-1.0887011213195665,-0.5908274126242387,0.04739451524705552,1.4058257490191615,0.1562811240287853,-0.6686461404267011,-0.24498847440127824,0.3483278905524957,0.016245332442576668
SHEL-L,0.0291807435398163,1.9458250191598552,-0.2791769488125896,0.04426045772684324,-0.6171157663754294,-0.1492333060380477,0.12451430224846786,-0.4547060229721263,-0.12584729006642928,-0.4076676446930684,-0.7158796000593075,0.14633347120018045,-0.13088517379503578,-0.23935348185698668,-0.2809810808953561
HID-L,0.0,-0.07883999236890263,28.410151881598566,2.03169414679577,-0.19759225712220027,-0.0335596899846726,0.043042235750799476,-0.04333281096532213,-0.0958826940777417,-0.07966665212483179,0.021355225958147043,-0.053107774908762014,-0.028565121568502067,0.030018907679674054,-0.01881887111138703
SBRY-L,-0.0054200542005421,-4.358675122462684,-0.2225860078729718,-0.6682782702400749,-1.3044398880577917,-1.2284871464097697,0.22763210391452157,-0.5971806671900912,-0.5058232224064071,0.5078284211597212,-0.15861986910200668,-0.15532031005943991,-0.03645184249012914,-0.3004502142923147,0.020222368665225674
BRLA-L,0.0471698113207545,-4.1294688864314475,-0.32416055822284473,0.6265465875038707,0.5657552611788399,0.31521546400845446,-1.3944349256547717,-0.04791002388130234,-0.4577306085450639,-0.29673261179905586,-0.10283280241637002,0.2532018282330256,-0.628628217918147,-0.2877133642913044,0.7688704337047314
RCH-L,0.0605326876513316,0.7100119707415223,-0.45110590032123793,1.5010210725322979,0.008646826244605051,0.6633344010537076,-1.2683114635231378,-0.25477103533945106,-0.8458514476498418,-0.10689533994336158,-0.29208552921646946,0.5056013658617976,0.25438194352446,0.23445503387897693,-0.0412899585392403
DSCV-L,0.0108499095840868,9.849222581087538,-0.2289899329069746,-2.1307695221573315,-2.515357967915925,0.19707372843049623,0.6392019589181349,0.26763101731943706,-0.845484710474742,-0.51711774973641,0.1560723270520148,-0.5128950204262736,-0.5361539678273598,-0.07714495997766083,0.1043825560753148
HILS-L,-0.0357142857142858,-2.634287494755268,-0.28993729527518763,0.5627474627584328,0.3528365272070937,-0.785102747573307,-1.1323215433059073,-0.49236194856704757,0.10981142226912782,0.06967112375390734,0.06541672233556028,0.18009843358885236,0.204630247725042,0.013872770560127395,0.1622232923777469
HDT-L,0.3094373521109954,1.258405761987272,-0.7439460471821951,3.660705958217626,0.08496276665550453,3.6185721217741302,0.580111401255671,-0.04893438556710047,0.5224248922185074,-0.6147546892569151,0.23058127895340425,0.05090171231197443,-0.07330076991385093,-0.12182803406582288,-0.5146191327203228
C1Y-L,0.0442176870748298,-0.5891114940819061,-0.08847207790460238,-1.2433948144488007,-1.0113203894044338,0.21898175191332014,0.11358788037206625,-0.16245818111578422,0.1266122480306547,0.09785062919749776,0.10310868807075722,-0.3183449498979734,-0.10152359188000262,0.05586444257506857,0.04870050513313062
ATST-L,0.0293706293706295,0.143986707831854,-0.3173516228192519,0.24099623129674377,-0.8469643679449981,-0.23139186313925708,0.08168588399810077,-0.3348909991139426,-0.21612457569659738,-0.19213022342479363,-0.10734868615237451,0.047281016039196065,0.012112613302055831,-0.09605384106459788,-0.0442159968601553
JET2-L,0.0642201834862385,6.067542072416827,0.07642815551867828,-2.521921145834228,1.5727795994939076,1.3720827944219482,-0.702898948693131,0.09518125154328402,1.2345776106648114,-0.4453691753118515,-0.5937340173483201,-0.14410446376844685,-0.3858897230452131,0.3861507278000002,0.03300989284549005
ADIG-L,0.0368421052631577,-2.5258203640107344,-0.3596220409754131,0.7027073424514378,-0.8748043466001246,-0.05009606323758239,-0.24813560169586424,-0.21600161759014036,-0.2544006600640114,-0.023719452046473428,-0.1426995207964176,0.03428612562661694,0.08199375251466118,-0.10272187796213261,0.1298167337344909
BATS-L,0.0628930817610062,-2.6084734127487748,-0.1264504053517456,-1.8283638507010562,-2.3215376326294384,1.017614917149475,-0.7561281190792869,-0.58619235658768,-0.7435177797942086,-0.08944993087410578,-0.34470704652211587,0.10694206506167651,0.07030769339080388,0.11606519837162163,-0.017013428987209228
CTID-L,0.0,2.7623497611138146,-0.10011963029319913,-1.7199918567826216,-0.3026686954838077,-0.598987279516064,0.2470037784796144,1.175961594522424,-0.7777460217517832,-0.1961238151646191,-0.2630196756554656,0.17225685832794665,-0.29412326243565934,-0.10399596951089429,-0.0498598018354745
BGFD-L,0.0350631136044881,-0.8440154256657579,-0.34395727705427426,1.0094598946336444,-0.18992018884092804,0.26431894696788905,-0.40424861555699093,0.17891429700872577,0.35066311132703537,0.09358635791057934,-0.19537129175739576,-0.025189677727665147,-0.229617779982821,-0.5004200927091907,0.001096161562710831
INCH-L,0.0241379310344829,-5.76495183453544,-0.5317720590095728,2.5580935254783803,0.8197299916787681,-1.4640878573921483,0.05896767073819133,-0.13929438581915807,-0.2252125461181371,0.38617311321298403,1.0239364169399856,-0.2551185644596484,0.28138247576141356,-0.5880023280284677,0.21600158502920638
BOY-L,0.1267893660531698,5.52948544763913,-0.4539167558438639,0.7280673040501393,-0.8817649286610844,0.25647049610626643,1.0190615129580227,-0.4266519267011197,-1.0765606654535615,0.2820167464525745,0.28741641224650666,-0.08359171864334329,0.426928330201824,0.4178675538370182,-0.12133727303027936
CRGT-L,0.0348837209302326,-10.185301894832492,0.1008634476065714,-2.8540508111977507,-1.148974320087905,0.4032464804072342,-0.7348832553513663,0.5025200304256746,0.11130324534828251,0.4168676565619505,0.09410871758674696,-0.12260591436236143,-0.1979808190766062,-0.2780922197333631,0.16853914498964917
RIICi-L,0.0510204081632652,1.3543021862133322,-0.23835527739954496,-0.6595273490991604,-0.7947587655623028,0.2475091408544716,0.2511596831927714,0.17472728152044203,-0.12471224311939787,-0.34419810593111777,0.008113864917885086,-0.3534719890406644,-0.12531121215918323,-0.17340864522061783,-0.010792970488106913
MKS-L,0.0354609929078013,-1.7608891555455932,-0.21106654908098738,-0.6193066614366269,-0.6141672599453549,-0.1459203043751348,0.11988310640789904,-0.17160434063686364,0.01576821573275853,-0.19881548166514776,-0.2630105198254453,-0.07448022573220749,-0.14934211583654283,-0.04927646861846746,-0.0925112485288581
BWY-L,0.2181818181818182,1.589039701640718,-0.3563712368750587,1.0049538795817543,-0.31035306064692686,1.7281183022678128,0.7640392031453238,-0.9712371809710114,-0.18562417276806345,-0.027597189099089606,-0.21486424720901456,0.6569881995663603,-0.1824543283324116,0.12168089884850722,-0.1265577251858085
TPK-L,0.0985221674876848,4.175078811053496,-0.31754811202954786,0.8985369150668268,0.9225153441974762,0.5649119989840555,0.3783567849879509,-0.27304400977853177,0.4176611756502223,-0.47567784387990847,-0.3729863438197755,0.2957967785155427,-0.01804383851728804,0.13819022771913142,0.09893922111050908
LPA-L,-0.0357142857142857,3.399621828699849,-1.1287982179011515,6.686750465570105,1.5383656405508983,-1.5904073507944378,-1.2758786085600664,-0.1427072678700435,-1.2188899476959438,-0.6811692648450511,1.0065169234165652,-0.550537397479169,-0.006308714447524522,0.19164338186439622,1.0584316216355605
BRSC-L,0.0881355932203389,0.15079387581160475,-0.3248674234209977,-0.013307566449335681,-0.6062231518215768,0.44210845430724965,0.14970496246355613,-0.30286562608144685,-0.307461101916441,-0.10061130347819823,0.12087020350450489,0.18571716616654033,-0.0017612569039683322,0.18691786857628157,-0.028370667709461898
TW-L,0.130718954248366,1.9752197774243176,-0.4585554133441966,2.2486236349203326,1.9401016087269471,0.9075759231563619,-0.8053509027943735,-0.8233636342340879,-0.13524867527175177,-0.16897154110357085,-0.6028708242408355,1.1462945199300645,0.327803599696337,0.07187590412006797,0.11559860194091434
CGT-L,0.0086206896551723,0.6340274547400025,-0.2623558360038426,-0.22668471785398336,-0.8059738801324005,-0.3196781097533923,-0.027997408705559793,-0.4227201386667455,-0.011064339046954698,-0.26239045258070554,-0.22518503447477417,-0.046802802317792463,0.11054152379926731,-0.12162051500205036,-0.10348829707483312
