Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NTOG-L,0.0459770114942528,-3.0239200945728184,0.47036461750608194,0.07673301282126706,-0.4297516178378091,-0.918103866796226,0.09291723263207596,0.847655425776959,0.6161204155426192,0.014907568431925953,0.06733850937484546,0.04086311566866962,0.2422749928237404,-0.36643122798463473,0.315551769421057,-0.8742282178965602,-0.26548280897027,-0.12100355460850797,-0.31762534206793613,-0.37551972052798477,-0.28908497756152224,0.15192055998865875
SWGS-L,0.0181159420289855,-3.0065661818948057,2.148003495140026,0.06376440961575401,-0.3649440172423646,-0.18375532020297625,0.04327819882733841,-0.5740023550918798,-0.5338675132333677,0.2087410118957267,-0.10491844896353142,0.2244911495479326,0.31500662040630434,-0.22676112721494013,-0.3463242711144876,0.03431588469048866,0.47225185344277426,0.0841648155742926,0.17149352817105654,0.09872002076004806,0.13024828862529686,-0.16010358877644187
ANEA-L,0.2439024390243902,-1.1107629344838426,0.748776641933099,0.0205462412698501,-0.01006740891361648,-0.41274516810324674,1.8359083797519344,0.06882197736698983,-0.13309868467443894,-0.13646394823970992,0.07937993164649434,0.40243846788685683,-0.11341367245040172,0.04898667863759685,0.07819486704678212,0.08566394423261439,0.18677072421040508,0.13159934757552946,0.11653693358062191,-0.06317269595870684,0.06237776747700085,0.043411946865203985
GWMO-L,0.0588235294117647,-3.38397840647511,3.1438117780146193,3.3383363473837417,-0.9225161079848869,0.9489629013264043,0.2810026383281224,0.23234940447377078,-0.3217063590356551,-0.09113191880973986,0.3419731427380115,0.2744405885176949,0.04101642731781369,0.19268386539691895,0.054747343484055744,-0.3041903275882299,-0.014855802620191266,0.07549100437465563,0.08209415259421039,-0.0015656444156567151,-0.06809839669945976,0.08333042955656787
OSIO-L,-0.1121495327102802,-3.12421547261003,1.19984738964561,0.17508835680281917,0.08446764551541436,0.41632604415433067,-0.7984675656608365,0.061890193702271036,0.21708647924314273,0.08864090446468019,0.5047011456007032,0.008193790830676933,-0.19817229997335575,-0.013698741600514397,0.08409830700242928,-0.30542173803504724,-0.24274960212432722,0.04106869887359495,0.26802299691402787,-0.14268990723091696,0.16977228501774413,-0.005063511670005963
YU-L,-0.0652173913043477,1.3003285053300964,-3.6286905806394034,2.5240707360633032,-1.4031591588679053,-0.44240385889271067,-0.8112127217898015,-0.38056976183575997,1.8285460466571812,0.5214638785077675,0.28629727187980947,0.17456028230930196,-0.7913617857070584,-0.400002900481392,-0.03677229770178034,-0.7581326544090708,0.0008445669074737716,-0.12174222604183775,-0.5288278840110582,0.16822359727254932,-0.187410993167835,0.9706223549519717
SOHO-L,0.0126315789473685,-1.7536554700704368,1.9836799377557444,0.2870853440955573,0.1371051094234084,0.6327060110854686,0.2224904607009809,-0.1060419435916283,-0.06028269595116159,0.04501602225373279,0.15886485917999157,0.07862979835808351,0.006625245757658231,-0.016824586468499925,0.038951653833197944,-0.15517675463267774,0.038154862470077995,-0.0018873828649752524,0.02614013760063287,0.021839758243371324,0.007273277859811063,-0.07702766017156451
CCJI-L,0.045531197301855,-1.2816810452548788,0.47174677786780866,-0.8799524065491093,0.47103411278948143,-0.49512928764657493,0.32084546693194965,0.07704738991108494,-0.07211898381025879,-0.13782565700577137,0.09775113201608747,0.12541233195629292,0.0164520328622549,0.12644885504417497,-0.016279332200912055,0.0023711355301930673,-0.05688394150814912,-0.13366744461399327,0.030032083334264006,-0.16035013819381844,-0.013678667755635247,0.0583630461062596
GYM-L,-0.1283783783783784,-0.052617228142158745,-1.6317708160375959,-0.9471998443368816,-0.7782879270968341,-0.5704502780207896,-1.269422611295928,0.33377601409501684,0.49836262313544355,-0.24188619705896128,-0.04631277494611094,0.12614324947958802,0.03705638981214481,-0.4709920133256141,0.04831892148960124,0.31500202232513086,-0.092434708496622,0.3629446430951433,-0.09570062336864489,0.2482055312397247,0.28950796929920486,-0.16692709842053516
CPI-L,-0.05713720838276,-2.1377236600254186,-1.2678417154329278,-2.693419464391656,0.4202197716940562,-1.6332865051408416,-0.5311297743105311,0.5980361936873114,0.6134285598290107,-0.48947617019899486,0.546936327986109,0.18397276864962872,-1.490384274556483,0.47871535235624746,0.2847084157192864,0.5466650533877597,-0.20276479067392986,0.39582752732912746,-0.10314851399019365,-0.014108383700499444,-9.082024685107256e-05,-0.06197099083333301
KWG-L,-0.0271186440677966,1.6214914302725922,0.11903622278361832,-1.6651064911020028,2.0091499290387667,0.0864880407040076,0.007406391395856941,0.012645512287858056,-0.16591826565335266,0.38160208909795557,-1.0848805817529663,1.150087143039311,-0.07300891171863619,-0.29339771500154876,-0.10508074914898506,-0.5455826980242828,0.09086728754641235,-0.2603394773612757,0.07640622263924093,-0.1352044578961887,-0.3570261561544425,-0.21086006803336824
INOV-L,-0.01,-1.9812055018962518,-0.2014957367814764,-0.6498041146532268,0.7659433187509965,-1.0455828387054338,-0.1456017828347004,0.18014351657851554,0.0704890015257007,0.382138089406118,0.32688266473920996,-0.17129775823502447,-0.11789311433174524,0.14376926339220794,0.16015764315445308,-0.18843699367141123,-0.09532387833995797,-0.13416983289395173,0.28824243325374377,0.16105357862493586,-0.10223153808695508,0.10038563985957846
