Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NTOG-L,-0.5945945945945945,-6.9040772603080365,0.8216672774830504,-0.9008107972429023,-0.5990422029551465,-1.9241256389619597,-3.7593460212889567,2.663649419996818,-0.469439397723007,-0.101408688866639,0.21737703176833634,-0.1063651696848039,-0.5123808404272961,0.20315364091771287,-0.031169531822178725,0.01787500688827041,-0.37293075899750816,-0.709700431938979,-0.0454710835688721,-0.18583337858614749,0.0799578750080993,0.00719947408325845
SWGS-L,0.0,-4.58393572160531,2.0164384170379757,-0.19375642906601911,-0.24123216273138318,-0.04293293393288904,-0.5035206597410008,-0.39870988605929397,1.3635470263243965,0.015006567936184368,0.026621907392660918,0.21882633199737098,-0.33357672781609926,-0.3717180107077302,0.383563266735528,0.17642532243601053,0.09993964218422695,-0.14577952604812633,-0.3876920694958116,-0.25003304067861865,0.2838812340606822,0.0705865082006812
ANEA-L,-0.0886329494241362,-3.2606165137201106,-0.18279571477801207,0.7243024155805702,0.4473543590803413,-0.6669745242068253,-0.5291454635321989,0.27690724386691146,-0.02821502155437294,-0.054666256459707484,0.0015067049519881736,0.09747180189498135,0.4564848128914944,0.04046728404017805,-0.05641991442861117,0.0009935336965090423,0.06793936807855118,0.23572328852131055,-0.06179824621650592,-0.1355811751788009,-0.03892721439993331,-0.06980153465575945
GWMO-L,0.0,-6.1752997592369745,1.2475325146486123,0.06436149763122904,-0.35759941634041126,-0.15478037129890296,0.19561362576389368,0.1577898557658298,-0.2209576885953424,-0.34906351503318434,0.361888113834819,-0.34677638174950526,-0.1742090442681452,0.021808182763066387,0.08786721590519597,0.15810643259335305,0.19148258387160555,-0.24591342052679926,0.4279158531997091,0.2627334405905011,-0.16875866581161453,0.2961599129704674
CPI-L,0.0609571788413099,-1.350499162426519,-1.7668727885652675,0.670234344746502,0.22190008228990607,0.27682607965623723,0.31373896290902537,-0.08935987341246485,-0.15356532366592313,-0.10147381126704995,-0.1190298378535487,0.1327078500408115,0.19740274330269156,0.06491127209273376,0.13971614822669004,-0.07172382433986745,0.04338388739659569,0.20938561095270308,0.06469022479070713,-0.06732346903313192,0.05785624293541534,0.019074324459086807
KWG-L,-0.0434782608695651,-3.5023891665379447,-2.7035465798332305,0.4039804219321611,0.06956355976360337,0.189884199287133,-0.6492630967096301,0.16434145705440878,-0.6281793776748185,-0.35017013532286095,-0.10484386462898868,0.42150818835084497,-0.2023516140959241,0.08981946095103735,0.21988389175102263,0.107291845573847,-0.21962891433551956,0.165778847631819,-0.13118057533268648,0.17583455629649142,0.09406654696978545,0.09667886393524802
BKIRx-L,0.0013089005235602,1.370926737761476,-1.2407583710355214,-0.2148562689886362,-0.21970276191841115,0.1278850229523472,-0.25503050425515295,-0.21400236198258976,-0.13691493372885385,-0.4214697927588379,-0.27016441021218573,0.06026795436004227,-0.07124982264402903,-0.2269059180594888,-0.12676118054657673,0.33846180190191394,-0.16120122834616638,0.09173708928519521,-0.01775896765877024,0.10798639821122978,-0.06294644984549858,-0.013657939859836628
LLOY-L,0.0876658027138281,-1.0473780447794048,-2.047193409288285,-0.2656625510187334,0.09982292413368281,1.1595678822411493,-0.09837991796119772,-0.46834244338121633,0.2439561739603405,0.06275789874142733,-0.02348003236317831,0.1490857413783863,-0.17147462866287735,-0.014777697161975606,-0.02147226638180313,0.41698284486356735,-0.31760418668637,-0.1320429764484987,0.183676899558618,0.0126160952435678,0.15818619500750108,0.10142259670888494
HSX-L,0.086283185840708,2.0413557613097715,-1.0103831521097861,0.8625722920332142,0.4585366226647465,0.4697051613710369,0.3374130012773217,-0.42906605142980475,-0.03346652564854652,0.26054268591489727,-0.01271934429143616,-0.017904488497652058,0.08796697430247807,-0.08913167213363976,0.0882022197473678,-0.08526831497736788,-0.04766547978926705,-0.011578009578627573,0.1718660101095882,0.025944612478097352,-0.010642773504642782,-0.1523005304246121
LIO-L,-0.0348525469168901,2.305374583199154,-2.3311679108218786,-0.9722800395552788,-0.3328492296185035,1.5959117109952585,-0.885815782304943,0.47961423364549916,-0.17031922838023447,0.08556992608887402,0.1231038115248843,0.059264465826072005,-0.2211171641719015,-0.019821182130619387,-0.1383736095911597,-0.3241678846375979,-0.13964443165300572,0.10273657755985872,-0.23970243381579825,-0.1965160022537982,-0.2093892409867797,-0.16288715242513374
OXB-L,-0.0666666666666666,7.098206803498956,-5.332022256810636,1.6262992223590889,-3.8155888728408733,-3.2795873646803226,0.4904433689106209,0.34849402657803485,0.5698468146888477,0.1915861819482765,-0.33162595630583125,-1.377852773512418,-0.5147400374613439,0.2115495145440087,0.0604188306468579,0.8868512628327464,-0.08348471964209163,0.3261593327864515,-1.2515494807647876,0.45059314531611133,-0.6906644116690257,0.005639596197579643
COA-L,-0.049586776859504,-0.02053304204687233,1.6465298883187014,-0.5441498663661886,0.5502464424289357,-0.09364483124880518,0.05750103466285207,0.5970333289600955,0.16913336503169174,-0.28315216461524695,-0.10464563936601658,0.17984071607143864,0.44144734704229394,-0.4899465852098252,0.17649680868215617,0.19852597750679898,-0.2670740607070042,-0.3160018333478729,0.1410003882802896,0.29075858756189404,0.20996026478779267,-0.024476103897393804
