Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ANEA-L,0.0811594202898551,11.010420768184417,-2.4776213274978884,-1.978093689171515,1.1011836148788106,0.5158710945472147,-1.9977209071353228,0.7738622658044279,-0.2628213083208926,-0.6118841595971601,1.0001314115204565,-0.10948357567284248,1.1681947190388249,0.2727828138573967,-0.005343135712689504,0.8393497224853939
CPI-L,0.0733863837312112,-2.9261662265890065,0.6792241209055669,-0.41780764884615845,0.21872973144531707,0.1008597981013654,-0.6600412736511516,-0.8454804749977858,-0.3007261844908701,0.03213854674057283,0.15254061340725636,0.06516353912869353,0.014479907565168794,-0.29524365584865087,0.03737563416658145,-0.012666110941490323
LLOY-L,-0.0662177328843992,-3.538804899471219,-1.0431898976597909,-0.15811057882698992,-0.24747362156261773,-0.6289933142377917,-0.07159862847883332,0.3768691740702247,0.45229481272772737,0.28243616165020796,-0.022797983026920106,-0.41848335264008485,-0.36282003397926266,-0.14864129331624845,0.29626456275730456,0.06609220109654682
HSX-L,0.1073619631901841,-1.2524259035458605,-1.189025679189116,-0.839516778526791,0.7396002984428396,0.32744834856914884,-0.4401688035314702,-1.2561626170410871,0.36974346833001953,0.006449128625524761,-0.250298904687872,-0.011651138822085511,0.0355005923083958,0.04845820679962281,0.03079850734432578,-0.008910231978754147
LIO-L,-0.0815217391304348,-0.6803381086646466,-1.1394565323799335,1.231118365336993,0.09919031765268725,-0.40527994995545724,0.6044163145126116,0.3726366360542368,0.3640482981084288,0.04733809102694963,-0.17929210091010114,-0.24947391309303207,0.0887511609019503,-0.08710615053634695,0.3100361215206059,0.2315877883349248
OXB-L,-0.2068965517241381,4.1105295519856595,9.372648007712746,4.855963381800056,-4.230596623746041,-0.03866905667082726,4.532919258121053,-1.3268923977939093,0.42513984129799653,-0.7439776930830281,0.6814153464315196,-1.009024278719501,0.11491819540679507,-1.2733463872860717,0.3844872145049309,0.026294115011531744
COA-L,0.0211267605633802,2.3401795653727664,-1.2222505448560768,-0.48327985589475947,-0.5272181812754798,-0.033380262603157185,-0.9284717284575259,0.19921764717772397,-0.28117329968953075,0.3605551382312468,2.0870814241861018,-0.05391085803486124,0.28589833931827047,-0.34519497414831224,0.09317567936404657,-0.7418124056236192
HVT-L,0.2727272727272727,-2.900304140324087,-1.8341757314318454,-0.19623760228773937,0.5176967455604187,1.3902651139818158,-1.8537486881740786,-1.6484573196878336,-0.061720486921569256,0.052336012990124005,0.11972960167909476,-0.33920688879260485,0.012716467866381528,0.062336928221027946,0.07202802362492645,-0.015716466269568196
JMG-L,0.0380622837370241,-0.5743023469667123,0.34169696518262876,0.4023059345201284,-0.03741528475101484,0.33299861051811375,-0.44592570457314384,-0.16182775251528606,-0.31452181788338046,0.10748262231556362,0.18996246846554424,0.006584075522092586,0.23046946481205785,-0.1415682364305039,0.08644726970345597,0.02711295455458788
MUL-L,-0.0094339622641509,-0.6549842498948241,-1.9952634854470748,-0.43176824971431,0.33618408539824474,-0.14204969107326734,0.5119747142794354,-0.45762052463090297,0.1476887564107831,-0.10081575075672006,-0.18419906936218716,0.24090313093966095,0.30103169624055026,-0.2815801925256979,-0.07496519319337239,-0.1691521376322777
