Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NTOG-L,0.3999999999999999,-9.635531241309002,-3.9875250664046633,2.78945151142211,-3.028728532813486,-3.2652681505635934,1.5932867946211788,-1.1798486822420737,1.749707532725789,-0.4032534472503518,1.0092069377686406,0.5119543090984952,-0.2049727042009685,0.35582036332089456,-0.2590770055632031,-0.06270714069890705,0.13707171420612138,-0.17224584420525615,0.15290895675164204,-0.2085142726689124,0.04048807003579612,0.062225272305594374,0.10353666785562651
SWGS-L,-0.0526315789473685,-4.340298763376896,2.1371254956416514,-0.18967107915832532,0.04577761337648243,-0.3485259093254307,0.4666772484982988,0.5729424083039328,0.3893788807559258,-0.04449957692751667,-1.2324376383217945,-0.012036860251139425,0.34177001930258727,-0.3548164376592318,0.020228833454274623,0.46737220785341826,0.08287276171121434,0.03525907209590001,0.1816516881777873,-0.3609193579129655,0.15101628991608795,0.30553585506194214,0.02640165532747054
ANEA-L,-0.0989010989010988,-3.8624873384618543,-0.8076328348523539,1.1049629513396961,-0.6656163748117551,0.03299745117605977,-0.16465974351676368,0.507947814134365,0.29547871232754935,0.04490292808478809,0.1757432521452577,-0.07110951482511152,-0.00018276935536157713,-0.2157653518334567,0.3418482758934305,-0.09569757754625008,-0.04432311098873707,0.025037352193254623,-0.04435914285471174,-0.002252562584342944,0.16115810008550147,-0.04643552544765154,-0.03459014674130636
GWMO-L,-0.0740740740740741,-5.891713455290201,1.3785004313358045,0.12542405385463737,0.36746974569051927,0.1307420303931533,-0.3609349456494608,0.3022569513882804,0.03071339746785996,-0.4926531381197385,0.13831639395450393,0.15778058585918042,-0.25989623063314765,0.007151727876620265,-0.0778487956157565,0.25849711454701196,0.1551395445090972,0.24500988099685236,0.02763800283388869,0.3176070549489016,-0.4590964502427962,-0.20547865364853957,0.29603735752821525
CPI-L,-0.0978157644824311,-0.7311331756992254,-1.2793424863566325,0.3541582660917422,0.3632596482958685,0.6668848367188099,-0.21168281827170626,-0.06647907691176445,-0.23522973722388682,0.031500619560103194,0.12511090404319317,-0.21296369689154332,0.07530521045021604,-0.05387346168794931,0.16955312912257234,0.028096802889169666,-0.22156746542248928,0.09729291361135181,-0.07052261396854514,0.09504306714719399,0.15353477315943764,0.038123476925019315,-0.009880509203129656
KWG-L,-0.0545454545454545,-3.8524191891014667,-2.6904996226363167,0.6567698198359795,0.09699885456343293,0.25311799227053156,0.38594774179613334,0.015105696991692993,-0.17825526720540993,-0.2196295325044416,0.5366523505244599,-0.2004234513676932,0.428991723264221,0.11741649924048769,-0.04991578346933041,0.26294047579562513,-0.11531355795518247,-0.2775944595926513,-0.1785314958623429,-0.006643266356665984,-0.08116674536488239,0.15461577875622734,0.09968566096942197
BKIRx-L,-0.0091503267973855,1.3004130670043839,-1.1452196244233597,-0.2171964008937435,0.19085299336381462,-0.2669876179981074,0.25712670904450635,-0.06278546729095466,-0.20794170910709273,-0.2236419693437641,0.11081459790671065,-0.43940902641460633,0.08627546067157742,-0.0747620907533188,-0.1630865996003162,0.09690376029534914,0.2904515283336191,-0.29571557375537816,-0.13311501753506907,0.06965505808678797,-0.0172616108326482,-0.04229031042442654,0.020586409627388724
LLOY-L,-0.2381553125876085,-0.2276833699622788,-1.31079768872453,-0.7052099524579563,0.8049372525006231,1.3706092174924578,0.5159021598398231,0.711833392084304,-0.1424410781710364,0.12677361245801433,-0.31858625796942913,0.016350626501815575,0.1744304352982098,-0.021840884735257856,0.17518128213119138,0.1794300913739436,0.19479932163484373,-0.3311984942922459,0.2223700352136666,0.18295434811036576,-0.20010922678725668,0.15874016084809192,0.039785459001057746
EDENE-L,-0.1756756756756756,-2.1707378594216222,-1.789158626873975,3.399018684993929,-0.7398011614285595,0.9350207280537279,-0.24671153765765524,0.16925230419535342,1.843798509012505,0.027341725838710532,-0.014605657673062076,0.5577715126249868,0.4448669106952627,0.4088755204248808,-0.06229069132414327,-0.33725380258843163,0.08000771851934375,-0.42332024402427104,0.18614760770197555,-0.3640859350200149,0.007009197443878329,-0.4608318238763365,0.38696289873050316
HSX-L,0.0600814663951119,3.114924747441002,-0.3771420263578812,0.370916271761206,-0.02444671552843553,0.1506399473041711,0.15304134940059985,-0.8623220120971414,-0.7206812815737161,0.22585381056366352,-0.14209394652494067,0.0713940278456708,-0.09496053848195117,-0.02784028024809926,-0.06675865740310609,-0.047464252535145975,-0.11810293201603961,0.034621717123596685,-0.009775626179878108,0.13930301844134552,0.051340438790796326,-0.047586493592821306,-0.14499184867237624
LIO-L,0.0185185185185186,1.630275139017327,-2.369772934556705,-0.7117284580449246,0.47111279643830767,0.37574238403110555,1.5656479008499549,-0.6739047766507045,0.21472141682951423,-0.10291792080103351,0.19807755769192484,0.21689637335116266,0.13166832618256671,0.1846072949238694,-0.32706163697399904,-0.20124335733934073,-0.17371232987631757,-0.18484810755656153,0.020138051364838087,-0.20341693352394913,0.24369372296077846,-0.1553391892579433,-0.09054797597711207
OXB-L,-0.1672932330827067,5.663468314863918,-5.791484797525171,1.5325002606915177,2.5510475961754384,-2.504667349043218,-2.2191429695981864,1.3970615538694902,0.9290151389842695,0.2735588237661807,-0.5459824211039035,-0.24916791336239652,-0.9567123363687392,0.2721126962774732,-0.2558004537231446,0.5168095199972508,0.4593127898798814,-0.5972882964751729,-0.694345066229511,-0.9860093571755439,-0.13475807771750054,-0.34232752776119585,-0.05242510607489186
COA-L,-0.0652173913043477,-0.4798696386960901,1.1329625592617683,-0.22858927149417077,-0.7649211758887052,0.22889949047877647,-0.17111328309646578,-0.06253921979712943,0.5593366989102981,-0.0782929082982005,0.1023094382272879,-0.2504433081571517,0.03220955845377997,-0.6219686869842247,0.19460634338952562,0.12434411766847672,0.07695001646765098,-0.18268479445960972,0.15523214234032404,0.16850541713811282,-0.44445939368581616,0.23067418240082282,-0.0759081429115978
SOM-L,0.0226537216828479,9.17950868995326,-5.9978740700265485,-5.406270367639654,0.4262437649800489,1.4024019087831872,4.627980410344168,-1.0138874086783598,0.21325776304143537,-1.0397892695698203,-0.44087188229055596,-0.21629286935034428,0.6769341627664973,0.1379374502743658,-0.4318577723209195,0.6337473386452488,0.5956668255273672,-0.8031678096760956,-0.7539860311628508,-0.19192792225076277,0.026611824653869413,0.25599657099544254,0.3645109561256368
