Momentum Index,0,1,2,3,4,5,6
ANEA-L,0.0227272727272729,-0.8923121068738994,1.022681963593973,-1.3485451728181752,-0.37141463357116133,0.730490656892434,-0.566059472543566
CPI-L,-0.0742857142857145,0.016564556698789333,-0.16558672759248855,0.36611664000049754,-0.6914878426914266,0.12916576671733315,-0.25150637386430974
LLOY-L,0.0515463917525771,-0.5734384006224471,0.1464879893391263,-0.49659682325127946,0.02008088651389278,-0.12338054290253947,0.2272674492794052
COA-L,-0.105263157894737,-1.2378012449330706,-5.54297765201014,0.485210436376881,-1.3990681110396344,0.6442234255523408,1.280205838313748
HVT-L,0.0,-1.0263141150337225,-1.456076629514698,-0.008312163184363449,-0.3157471164209065,-0.003032590632429594,0.03546906104768991
SMDS-L,0.0903586685844966,-0.6809212281741567,0.13844347562806175,-0.49068954384213265,0.29536807493642614,0.1355814064784768,0.20105777585275897
ANTO-L,0.2225097024579558,-0.5154048133476633,-1.8353051134058085,0.5445282658183586,1.4405496678376202,-0.5728236796935752,0.7177625061978835
GRG-L,-0.0099290780141844,-0.5144919931205714,3.3962524794492066,-1.2159790347222104,-0.39935767400556776,0.08786991412184919,-0.5124777853663202
DLAR-L,0.0103550295857988,-0.2884565925954955,-1.4426651389775675,0.13987372061759815,-0.19282781825610995,-0.21608773114192018,0.180900888957113
GLEG-L,0.0398633257403187,-0.717301297511298,0.5883726775252454,-0.4530711308107076,-0.01660601432090807,0.5582735568580443,-0.5040560930850194
EDIN-L,0.0437956204379563,-0.670754758379567,-0.7377270679765059,-0.43415883406537487,-0.05765096542835942,-0.2169382802338283,0.15711901230048816
HBR-L,-0.0576923076923077,-0.937277252303142,-1.6149600026129494,1.4586324040425933,-0.3139468944286396,0.2665972358452099,-0.5221335745419714
ALUG-L,0.0,-0.22467653419322703,-0.219017597162408,0.3704661747177861,-0.11768205638657414,-0.1536494820528372,-0.2126243084958153
SNXS-L,0.5555555555555556,-1.1772117509259366,-1.6304105937986355,-1.2183225061076095,3.445158006577863,0.9199006454788369,-0.4146923116948166
BAG-L,-0.1269841269841268,-0.32295530013295004,-0.3637185168186381,0.435676627328977,-1.0884514074755292,0.08529027960244256,0.16847840441184098
CDFF-L,0.0,-0.9965668482236617,4.261259690654617,-2.884266033474365,-0.7352771758396259,0.7155227839144889,-1.0721678818011366
PZC-L,0.0067114093959732,-0.6588390880448078,-0.39689331843138015,-0.023491577504625192,-0.1786584211700157,0.08804967636292972,-0.4404934927199309
GPEG-L,0.1235920060445758,-0.865167760483209,0.3416774032853888,0.17278325478048284,0.7766397947700515,0.6495643829139716,-0.6800869838361526
IPU-L,0.0228571428571429,-0.6994297257802545,1.3140138403070873,-1.1394081287365159,-0.3071945056602908,-0.002294995807403345,0.13977135346282737
PSON-L,0.0,-0.666804014943638,0.5149639000447608,-0.5290897868900082,-0.36022924913687787,0.14862344971306568,0.15254764648704403
HRN-L,0.1127819548872177,-0.9848213400463668,-2.7585793088482427,0.5772702311148439,0.5955379500438271,-0.13010757688703836,0.4292381824863258
OVB-L,1.1428571428571428,-1.1843853737257004,-2.078686128176683,-2.323334090285386,7.401203376211181,0.5621177157748587,0.7214952458562743
ATRAS-L,-0.023489932885906,-0.36736134011094235,0.8160731448827812,-1.0104209882621136,-0.6115980759611194,-0.23079394943263398,-0.2301870809069957
CRDA-L,-0.0068728522336771,-0.46521661398651837,0.30546193915116565,-0.24614826271243825,-0.34490103415997836,-0.008582296262356204,0.21623632066602896
BOOT-L,-0.0071942446043165,-0.012111357005470887,-0.815887841913229,0.6060891187698301,-0.14923296245788067,-0.06504313753947236,-0.17932844980956786
CFYN-L,0.0649350649350648,-0.9247298886917235,-1.4577151728329296,-0.343824883136936,0.07933543104541277,-0.15046138826357564,0.09564607246495689
UBGU-L,0.0236220472440946,-0.7755570512666683,1.0704791754851717,-1.3535364143158704,-0.3187337844834776,-0.5546292251073168,-0.09458867120209782
ECORE-L,0.0784313725490195,-0.6166665005194205,9.982224076768016,-3.746186811287788,-0.16590626062330033,-0.5927221970933725,1.2047179473341576
SHEL-L,0.046570106470448,-0.6122822052893839,-0.40314490976241346,-0.5626407221392495,-0.0214722351468672,-0.20903460287273612,-0.28405355605031146
HID-L,0.0327868852459016,64.83740993895708,-0.8207174760959682,-0.42066946628814916,-0.08651346232389198,0.14986186274491103,0.01990090053473557
SBRY-L,0.0167014613778706,-0.5520144378572737,-2.0675166963065603,-0.2452684935898922,-0.258935292292352,-0.061542918800050736,-0.32548461525297917
RCH-L,-0.0026809651474531,-0.4210443325501632,-0.054839984363293987,-0.20848867499251547,-0.28591980007455825,0.33066872233126526,-0.46684386726259236
DSCV-L,0.0,-0.6824664918470594,-1.4892351327970794,0.4425852461089503,-0.18306775118163188,-0.057837058059837944,-0.08844393370844261
HILS-L,0.0,-0.6865039000771734,1.7929628265414612,-1.5267888219870633,-0.49994938336886974,-0.3283547103065496,-0.2527404417419402
HDT-L,0.1259842519685039,-0.5950013504500211,1.923650515918171,-1.2442867571920766,0.4917193260254076,0.11356082153199028,-0.41383378575908375
C1Y-L,0.1308411214953271,-0.45277430270261293,-0.7115369132447402,0.09765777829668454,0.7147872407502819,-0.2712780967117834,0.4788801595582058
ATST-L,0.0260509177027827,-0.5955686950733974,-0.8480909534511095,-0.3488844979524185,-0.15759318729011673,-0.28558832063380174,-0.05617353208940464
JET2-L,0.0561797752808987,-0.8471878928520239,1.0388657685744367,0.19308795408005397,0.3597697299795723,-0.001158992743700788,-0.615307730710882
ADIG-L,0.0541871921182266,-0.6393448259808401,-1.2842208463492415,-0.19395086067794992,0.06446202502443622,-0.27504413966460095,0.05676243243632938
BATS-L,0.0901542111506523,-0.6512660138104541,-2.5636318467991996,0.08080344007479988,0.39018385956608753,-0.6843169270362629,-0.21848686201667525
CTID-L,0.046875,-0.9589244499818165,-2.9098341647295496,1.110695226577516,0.2966485976297666,-0.1125966697576566,-0.3291847872537793
BGFD-L,0.0685975609756097,-0.6855072280458432,0.8366987819202576,0.5364160991008111,0.4235178586197938,0.6517140275172446,0.19196076320122865
BOY-L,0.0,-0.2481832147882512,-1.2516097033577696,0.8030273292729094,-0.08126654676601988,0.24371931204461972,-0.1358456508703933
CRGT-L,0.1025641025641024,-0.7937029268884594,-3.963227419041097,1.3012983315344302,0.6346935557840587,-0.0034630327263246775,0.2450640796129893
RIICi-L,0.121951219512195,-0.7352901141632496,-1.0459766302640154,-0.3214496112481603,0.529561455703283,-0.1659647237104371,0.1540296835115148
MKS-L,0.0342857142857142,-0.5840862629074134,-0.775171570556098,-0.2899848261804604,-0.10225034359912424,-0.32399285852456555,0.3197627377679014
BWY-L,-0.0297766749379652,-0.24423982713409917,-0.2317010597006989,0.6723187444775955,-0.28559575121922065,-0.2061043724783178,0.17278155186950844
TPK-L,-0.0532786885245901,-0.6861862662234945,2.1066527898313527,-0.8104560426298361,-0.7899991865390198,0.6538186099019971,0.17148184142157283
LPA-L,-0.0217391304347825,-0.87185469444976,-1.4393319488471126,-0.14857758592733608,-0.5059085683315526,-0.14848702697720703,0.19429290276350752
BRSC-L,0.0265486725663717,-0.6619989467019416,-0.43229075660464034,-0.5132562354069324,-0.18180618684056296,-0.08207411385721214,-0.22323393203784647
TW-L,0.1201923076923077,-0.9927777418489958,0.6480882089705752,0.5483034064238866,0.7822676194594104,0.5964353605124423,0.17714098240502962
CGT-L,0.0365853658536585,-0.7306311623666158,-0.8511152232782336,-0.09480814966097083,-0.019199376652345015,-0.26521326207456797,0.055418903326701456
ABF-L,-0.0061349693251534,-0.7288471981231276,-1.1314320740190948,-0.22422847075057004,-0.39259441227276365,-0.43329405843479657,0.2160462656306959
ACRM-L,-0.0153846153846153,-0.07623512982130205,2.061137592617546,0.712915185718773,-0.08838349235314609,-0.15908602728273577,0.7116443119469946
CKT-L,0.02,-0.9167929045057593,-1.1067511414817102,0.37637379495537904,-0.001198675002669434,0.2884110923392743,-0.7339966711155439
BIOM-L,-0.3333333333333333,-1.0246840516618676,-0.13077849105010053,1.409601321079322,-2.2910138219709477,-0.5784758483968359,-0.20119022219254304
RNWH-L,-0.2499999999999999,-1.0203218207663376,0.985786064190111,1.492924628227463,-1.6612062176948854,-0.9768169397466784,1.267737313887629
VIP-L,0.0480769230769231,-0.47677222937856767,0.7063980449611249,-0.5988958890026729,0.030025749557544626,0.26626682500774596,-0.4562472352702907
GFRD-L,0.0789473684210524,-1.033430329538487,-2.9111113951646805,0.5511089354170138,0.3222916895440445,0.49457368227603443,-0.26691775705559057
DLN-L,0.0,-0.9069144603104914,2.6262600400752234,-0.18278301856467502,-0.0443121606678093,0.39597026556626463,-1.0544534981799
CML-L,-0.0039370078740157,-0.6367755291211504,-0.9077613938939826,0.137987084850139,-0.2536130528994893,-0.20257296698972221,-0.06253190364168872
C3U-L,-0.0625,-0.8391809505437542,4.500940401215146,-0.0850107184730121,-0.6254852883702364,1.1467181148183192,1.359019205840968
RFGR-L,0.0,-0.7117853550575354,1.1148661998623133,0.27879712480975566,-0.23444747916693476,1.6585951125315426,0.41491342322941316
BAES-L,0.0743589743589743,-0.8547466890068364,4.255545563309994,-0.18015778124211734,0.5508884150879103,0.4033570794004806,-0.4285825654139821
NAIT-L,0.104602510460251,-0.5490779136885362,-1.2684818443337078,-0.4370909723367093,0.3955474663365467,-0.4676851237696521,-0.08962717489436435
ARBB-L,0.0058823529411764,-0.2889975154178176,-1.0398112390769172,0.7293532223431581,-0.0362888466856665,-0.03378741124968491,-0.13188400840132228
ABD-L,-0.0055865921787709,-0.4020520771241157,0.5009523718516161,-0.1624417035445157,-0.2857916161522091,-0.1733876068674428,0.11099979433093055
