Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
NTOG-L,-0.1538461538461538,-1.6848034032925407,0.387531406831143,0.025312067682714705,-1.1648054817362046,-0.7262149757456043,-1.3006161366131554,0.11302376781466845,-1.1647667453159698,1.7451349025981977,-0.26436941411555903,0.07418045596081642,-1.7592573336761088,-0.12654859255763734,-0.010859484212881859,-0.4934716923464372,0.6247288916351463,0.3323525317866286,-0.40393185696926676,-0.19195153620314198,0.058647754928174964,0.3299868914033189,-0.41557329346166805,0.0713360308308012
SWGS-L,-0.0952380952380956,-5.895439326266645,-0.03782805154911729,-0.44711376488541654,-0.4089682219593309,-0.3878019782496177,-0.6709321812642915,0.266133820496858,1.0880421236129927,-0.29205040086794176,-0.42574329040962183,-1.0916002403292502,-0.18211288100819598,-0.011627654723172016,0.007498278064769106,0.3506606585838239,0.2984454055433192,0.01683340106797979,0.24065409544896155,0.1860066503631834,-0.007966633529308046,-0.1231422751349663,0.12108557636781635,0.17086338575519772
ANEA-L,0.0315068493150685,1.5486287082094565,0.7834795918758772,0.593520941564895,-0.44229296052926775,0.4939263638700182,-0.35037826923759213,0.15089807117434068,-0.09719662711462128,-0.01376347479180766,-0.26402269966323266,0.0036636944492617423,0.2604649929878777,0.04703829984709422,-0.01702992777474153,-0.34391871462976487,-0.18832446311467535,0.006082643338472447,-0.018218872799847192,-0.0630220516611703,0.04114505380505543,0.163319811994004,-0.1023421551362626,0.11380516822908494
CPI-L,0.0801658604008295,-1.0410300438434974,-1.4149882013623714,-0.36814137377249356,0.32950265408846724,0.24062523711948286,0.33926288158594203,0.2590576006783597,-0.10435210285219705,-0.46874444292622647,0.08740646261529648,0.42148817676080846,0.31093292659935434,-0.13346059629068302,-0.22327203661633968,-0.03002881891304068,0.46364590038484826,0.20528332124790885,0.22138227157805665,0.03611131662607686,-0.23490915320057626,-0.0008585173539987422,0.04925584067799534,-0.06187277469705203
KWG-L,-0.0072992700729929,-7.303388229426289,2.8197005906367125,-2.478346605289315,0.9678074881536922,-0.7618424475875268,-0.10763137328773102,0.6986513569366471,-0.27452906492809875,-0.11134725515237986,0.08575398258616891,0.5925289906232265,0.8368546349769743,-0.884242995794205,-0.06716457793781819,-0.4166211900437452,-0.4914352756486122,0.1530659982429162,0.10481921840867513,0.13320001880281518,-0.18388799061469088,0.22087894088935725,-0.17906525800753115,0.06454320009122515
BKIRx-L,0.1823361823361824,2.307092022244801,-6.01057799522186,2.4426021135928053,-2.4798335013974744,2.877639973899692,0.8200828277203634,-1.3886686190175634,4.911290996623583,-1.183180178111743,0.9062955847379631,-0.1500612113800182,-0.3273288739707494,0.3185194275071982,0.753216539322016,0.2008256498136863,-0.8941747686867577,3.1892072387066017,-0.25960667802551,-0.7742225369432505,-0.2616020807115225,-0.03942203085820759,0.6892316251396172,0.09727040911330019
LLOY-L,0.1966771441400989,-3.5710303103085854,-0.9356585145057862,-2.372386039860659,-0.11484654328934087,1.6475152233356034,0.5973512986811169,0.5050082184474876,0.47240281153048175,0.34877816197882794,0.1645677643710159,0.3757018522173722,0.14143198158068976,0.3190573204100211,-0.09297207114457476,0.31770882761889646,0.3398919244917188,0.16868861577323177,-0.2813530645633544,0.04272300626215206,-0.5605548658264498,-0.32663607278038415,0.2536331315460881,-0.15680134499369022
HSX-L,0.0462067483344077,1.5366003432571615,-2.14154553265887,-0.45998436926495256,0.2934573776202945,0.08456961713971207,0.04405664947271763,0.3147517780088756,-0.32737352219053645,-0.40256815939035373,-0.1567549298625793,0.18677341493830835,-0.19540095291383527,0.05980160042226889,-0.02657628742688703,-0.1186767142177945,0.09197780488294227,-0.12132669981297631,0.007489528977261663,0.19865464534294633,0.06091855872576025,-0.09690810310047315,-0.03312045793993001,-0.10180061057981915
LIO-L,0.1179487179487179,-0.22052063835501567,-2.73027893089381,0.8927546412306611,-0.09800704364172927,1.3376196174382522,0.27707491918913135,-0.4100497806506041,0.9453546553521168,0.7400681068148603,0.08382287100289118,-0.12758378408304555,0.4711311356963717,-0.3232445310884586,0.12746692507043988,0.11668380388450808,0.04281907164696392,-0.34702821627377084,0.34436276739721744,0.489388840429257,0.09353944034930074,0.4975346889392455,0.2285443487145721,-0.2270301133609986
OXB-L,0.1999999999999999,-7.605742442101615,2.8095038302707054,0.6508980914857901,0.34920755306680806,0.7370504044043328,1.1220671067426955,0.3241749402542279,-0.45205899952937467,0.2789648915536635,-0.4995267952970794,-0.6607709991203554,0.4021181851305042,-0.5811382653622131,0.1349201430046208,-0.10030177118574668,-0.25733149154954615,-0.02268622422789173,-0.26958258991890693,0.23555302366552575,-0.3632913589111671,0.09437354438152877,-0.22809187076404305,0.008681054955262738
COA-L,0.08,-3.3449363154473586,0.5029934112708535,-1.0577414904691573,0.5705611341482693,-0.06198621955952555,0.3784606540947195,0.4885178245540341,-0.5022897771919225,-0.16563914904269894,0.2339541521866535,0.22655963843765742,0.009728684511176885,-0.13329487289993622,0.06146121698722616,-0.05998877334568112,-0.14797815211585352,0.09794086474920297,0.15810790920409784,-0.0226275631156303,0.36747132849444747,0.0726513594116028,0.04197443753924516,0.1897039425645851
SOM-L,0.03,5.860089973600362,-8.69765081369304,-4.232484407169547,-1.57420614905714,3.66827924447737,-2.841219892269305,0.7290878764568174,-0.26376688831889794,2.038220257480236,-0.24051048631616007,0.464647604564375,-0.06756989732775963,-0.33228201236871086,-0.15181596028101216,-0.9152353727601245,-0.9525775615200125,-0.2454651339778693,0.7683249167069198,-0.1747211611929346,0.1998437603218504,-0.011036562250230638,-0.7471182029892494,0.09256536621747394
BPM-L,-0.0224719101123594,-1.4038720615239042,-0.44311170183216086,0.40019530705140494,0.03421268947005584,-0.3028925663796088,-0.17207608546807507,0.06672850445864718,0.19487038754827798,-0.12935169606644764,0.20466745290656682,-0.3400721121604459,-0.10349217284146577,0.17426714340269495,0.013864764741703218,-0.16631442201000118,0.0044059938100706195,-0.01762815624256248,0.09661057020280225,-0.09707177113995429,0.1527376759123521,-0.021648797113349317,0.16222870813867687,-0.09795884935572625
CYAN-L,0.0128205128205127,-6.09384473426109,0.9948689408637184,-0.6622439507119234,0.08206025771484254,0.13490244008988006,-0.47258487873801186,0.4666615410743423,-1.0003584725155057,0.015894046761393155,-0.12354606797033274,-1.1932942230881494,-0.8946976658695479,0.27326144625381243,-0.07304234376405751,0.15581565043563578,-0.2187385845869662,-0.39774494852805997,0.17150512946452362,-0.25829772100635595,-0.015856039052109194,0.22378942103301752,-0.143837464090438,-0.05758060183413373
HVT-L,0.0,-1.4581089636422868,-1.3442447031463358,0.456172914560471,0.0907700720400409,-0.039496576629669024,-0.22916066913839245,0.33795474984858015,0.048790172995166414,-0.32540361075919966,0.1782618748817535,-0.37882470170868476,0.0020030303752878007,-0.09950088829841956,0.06442489433233442,0.005507537853835794,-0.058020187799920075,-0.06737857912875873,0.06218656606350257,-0.03536492414695383,0.028458673268373855,-0.07738741035725653,0.06058495044415778,-0.01717016811032375
KEFI-L,-0.0425531914893616,3.451167666410138,1.2601906752340621,-4.408956861861075,5.300653470872532,-0.41243188973850975,-0.6422196608689958,-2.1519337765956643,-0.231801027382322,1.7939279605963558,1.7021061623428755,0.9249697108769476,-1.2767104883579392,-1.3108453389506385,-0.5972637645948841,1.288239691805186,-0.2169574007648887,-0.039291170075817915,-1.0298742120955031,0.2321044942540798,0.5872784147003038,0.45188873209865005,1.2652323471433427,-0.05041762093567592
JMG-L,0.0433145009416195,-1.005766917818292,0.15855474437707143,0.045663785337724784,-0.2708989037132733,0.24739542910014747,0.018425053927414253,-0.09337285086224542,0.011587976455840388,-0.32170076383392093,-0.03364541081167943,0.0481420655985979,-0.0007281866533895347,0.15060468787132367,0.15862341852412423,0.09171703926952145,0.005170612611626758,-0.07215288141176843,-0.06292507010474165,0.047211915965287836,-0.02105264784382813,0.07916364139923163,0.04476228570579102,0.07909952318498104
MUL-L,-0.1014221556886227,28.072824793136895,23.767763359569628,1.5312986808830569,-7.402795567934276,-1.3140909737327127,-1.16657953096492,3.220269883579757,1.3767147955227703,0.5575655048292294,-0.7107107989313917,1.7623430499257355,-1.1363719016187928,-1.9143587918122222,0.029932667326977247,1.9610022370219036,-1.2257428412033766,-0.10179601794942088,0.6802211170486901,0.10047442076983241,0.19022286637149347,-0.4018569486670747,0.2711277665425836,0.2413216673709104
CHLV-L,-0.0462962962962962,1.7592359371244453,-1.1402241563987596,1.0785903520044677,0.5171573803212909,-0.22696112032523907,-0.6048080950772126,0.46227901792124,-0.18049149004418358,0.28580113576510546,0.11293447799988295,-0.10254120545371126,-0.15205227981632885,0.037508000900223305,0.11990040734264847,-0.08765316977966683,-0.1278632634828563,-0.05796057480484419,0.049644851556380036,-0.017068776953262085,0.06842513467414037,-0.09065319067830449,-0.13722159639226722,-0.13263346855397398
SMDS-L,0.1709876543209876,3.5671269340562684,1.2041098508679116,0.015331100899071996,-0.44136405539713564,0.4780894331035001,1.1991772083289172,0.057056531121129364,0.29809145281411104,0.28151409045714687,0.0259317685580188,0.5519187557241585,0.002949227112629771,-0.04749782133624584,0.08749848537575343,0.4285229265022304,0.26704121793320995,0.014537616160445863,-0.2827221681803167,-0.02353560351825038,0.04242646464907914,-0.026826564372396108,-0.4382535317904122,0.4540888564965505
JD-L,0.0553030303030304,-1.6256188965541603,2.044859005217777,0.24682719206829934,-0.970412094666609,0.29010705198921827,0.08642238413216484,-0.3444591292043077,-0.5470956813185807,0.047142214056850915,-0.6680445029190182,-0.08630589411487986,0.6316562407739057,0.16376039533069356,-0.22492857617751433,-0.09982504386492536,0.17436343476703625,-0.07492917599251352,-0.19809704172636056,-0.2732346922400434,-0.23582120968629355,-0.0025787300470228756,0.029444096835303347,-0.13553313316431564
CCC-L,-0.0455934793683138,1.423451450860701,1.335881839828932,-1.3277849437114662,-1.0680962532623022,-1.0368775571267004,0.20051582619457223,-1.4798345627606333,-0.24635369018102782,0.430351295952655,-1.1289769625580017,0.3405813155418908,0.5501151476004292,-0.36819534895694406,0.01726927907530355,-0.21092235029724016,-0.29220796221908024,0.30065245010986064,-0.08864970251335758,-0.06821412025130168,0.48301660313189665,-0.15588420730043065,-0.19973342489451382,0.13995354535525967
SRC-L,-0.1153846153846155,-2.594392961539161,1.6628463433046614,2.149762581950738,0.32168619035260554,-0.8645918705783795,-0.6688608934061973,-0.03006510277655035,-0.219882942628205,0.4825193833580076,0.11748905056205076,-0.5141406685683257,-0.3921817170593907,0.37051041051797423,0.042513567360348635,0.3862635152403754,0.6310073037833258,0.1999042317397152,0.2531858456754261,0.18680603618628253,0.24831571394008767,0.06729351885900148,0.30958093102518497,0.20756406053839813
CNKS-L,0.2547169811320755,-5.456474260486174,1.0976172784127993,-0.41273724797254807,0.5600320308494233,1.0183500186040655,1.5253295271001421,-0.0020607517620225327,-0.02900970268168787,-0.24205231439282485,0.1779705816914363,0.3315210399064434,0.24715415182686945,-0.18228635367423984,0.10723730346105932,-0.06418263924355412,-0.15477905876134984,0.3116767174703607,0.23522201895916137,-0.3111502049431608,0.3231719743988178,-0.4192797549715908,0.2119386495636675,0.002280077725478089
BWS_p-L,0.0812324929971988,0.48410786334169503,-2.315299038996753,-0.37994258130785236,-0.35951905506998805,0.04937289094222282,0.6587240852563252,0.3926370744207642,0.45586553458114454,-0.5183024967319878,0.25288099137136144,-0.27893290386518893,0.09713794775804528,-0.04214101764255388,0.14499904944092995,-0.20008098212287034,-0.015117751212969849,0.28885791459197463,0.5875573153465647,0.3027771470622072,-0.34207545533765515,0.14659192735599,0.04236929378273177,-0.19337189177395445
MVCT-L,0.0943396226415096,-1.4989290252160699,-0.7594850654275488,-0.06072384578135067,0.6443147169304488,0.5672281085959673,-0.10828857733811215,0.9921295346696403,-1.0232387553369455,-0.321398457792656,-0.06583379696821288,-0.5817094016213193,-0.15160193605071998,-0.38073538434444243,-0.08114041439771269,0.09216003110386342,-0.13291806399165823,-0.009054760446608554,-0.25210124656156596,-0.0006423763724379764,-0.07448293455959894,0.006242522640946002,-0.009146710323600211,-0.0419741067221398
ACCS-L,0.1376146788990824,-3.856174998470689,-2.144474049338099,0.8859656643460444,-0.8864993909273513,2.8129490535586448,-0.35537135303470124,-0.9295049906839213,2.015949710710156,0.27324193352098103,0.18435089464408483,0.12950959600459394,-0.16791544427647428,0.10819110603488394,0.031132486102768,0.23090161589588185,0.08717239482595801,-0.3602177874798238,-0.6904106248389956,0.2612431086007749,-0.12123506907894709,-0.541077999456021,0.5393543056474076,0.13871062721735256
TERNT-L,-0.063157894736842,-7.609966647338052,2.087395277630997,-1.4844306882097682,1.205718246337792,-0.5256084113702687,-0.43127543583495687,-0.35998274155109217,0.4658858783632199,1.1379778236604166,-0.16283095852856455,0.46128764246714393,1.207054252518323,-0.9320059872806,0.1453324696217825,-0.17873908098505006,-0.11048726161493364,0.1643250379005819,0.4867598394358562,0.19423448164459092,0.21663373952510911,0.10734738628689612,-0.45640517501084005,-0.10282603920069892
NWB_pa-L,0.0,-0.3359814745730363,-0.7988667276885426,-0.26962580604617253,-0.45367306412664976,0.10613555906681008,-0.2904632925059424,0.42032081149135225,0.14608883139816814,-0.0437684515905779,0.31833193172320506,-0.17096974993039554,0.1571504757153483,0.14594431281170583,0.15216690892047166,-0.012281730502618757,0.014389596149686157,0.06118652810651118,0.11473331219431904,0.04230788127604734,-0.06032701988169668,0.07350267391072277,-0.02873113220665343,0.031102243764540766
ASPL-L,0.1194968553459119,-1.1983892592430354,0.9207218799603863,-0.10849042888267435,-1.470560796502486,1.1942113183568523,-0.16538790420000044,0.6715284227285688,-0.7137020610041039,0.19751925669696488,0.9894170373240118,-0.35646354668140645,-0.01588047455686375,-0.3663493905844572,-0.044816394484638845,0.19657719747780805,-0.045770719420365966,-0.002721087815176531,0.06555290690268428,0.2532696370056002,-0.13218877756316494,0.17168210282058732,0.0107016304672049,-0.1681070950180012
HASE-L,-0.0446304044630404,-2.781773714342489,2.595845838945231,1.879453112223265,0.7649808568107382,-1.0515216458843597,0.40356604911854416,-0.5023453630848442,0.7609776469477129,0.7924608494710407,-0.23220342380834555,0.1682283394677868,0.0672443830795036,-0.3757542996363859,-0.10001514628870853,-0.16612246778268894,0.17214127924837197,-0.07144043723506868,-0.26162828861515824,0.26663408664572985,-0.3506353333618455,-0.11387307938195364,-0.23324491236562622,0.007893579447166453
BRK-L,-0.0544747081712062,5.4230135617343525,2.8685370022628116,-0.34640612067947457,-2.2483642307111213,-0.8290538812946344,-0.2120417193930831,-0.23534276306556498,-0.22904721214705784,-0.5376179095296342,-1.2432011350219978,0.4937587939505704,0.2429625602137433,-0.5815970870211499,0.36197410125351553,-0.7722179992177088,0.7742267021651317,0.06983590138362647,0.01602997645793209,0.09342944522402143,0.18455214436688833,-0.23525362341804032,0.02173177049683878,-0.2985926870148896
ANTO-L,0.1409574468085106,-0.43875860844834386,1.3876925751240115,-0.6673344070678401,-0.39184351940839074,0.418147431662152,0.8939899136233687,-0.6283540172993263,0.02652815164113245,-0.5950876951913385,-0.29420568349300696,0.3022538258693139,-0.23781494902339675,0.30365045850749633,0.37096891998278664,0.31025657559150266,-0.23862608531140542,0.01941274847688946,-0.4814007100437042,0.15561280922601634,-0.08128828327443534,0.24411717999140714,-0.2824166227798198,-0.1652334453924269
