Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
SWGS-L,0.0454545454545454,-6.216953260437287,0.48882460862055654,0.8750146099953552,-0.006839661558541506,-0.704301321472763,0.22084599730216217,-0.38790975154710206,0.1562295192167701,1.4860827450455738,1.9951962540546002,1.3566610099387704,-1.0501913986137608,0.5897427521377456,-1.2181551362181617,-0.21224933889305064,0.4903500192867639,-0.7139605664420288,-0.2650170374002179,0.36190921992820213,0.17151594198516415,-0.010663351357254557
ANEA-L,0.0235294117647058,2.210046973926775,-3.301631945021392,1.0720836890979188,0.9343998211987102,0.3095179284716789,0.2925845300771506,0.9090227264852206,0.11536938450667189,-0.29416985020796355,0.18543439943729803,0.16518405853363488,0.35565779593190583,0.2379139824486022,0.0692741502590045,0.040538009519416225,-0.10664534503376999,-0.09825698343230857,-0.5084992722658066,0.025874069655166226,0.005262583380626125,0.3926388794006363
CPI-L,-0.0379494007989348,3.8268485303687503,-3.6510627872662558,0.19071306325026016,0.2919348933385047,0.35128164492091757,-0.24732712654719105,-0.8331584004015081,-0.3614817274083548,-0.12081546392485559,-0.018349481009052464,-0.17008503823730212,0.3909226143813523,0.12637972876386247,0.13302355708278224,0.22994551779935968,0.10189471117965739,0.1503241772441316,-0.15510123268942977,0.0032108365487328767,-0.2555439927345414,0.016034039075025066
KWG-L,0.0833333333333332,-4.465409400801396,7.401112869477283,10.487270981528734,-4.190844830220615,7.181803240555842,1.8893711703486435,0.5616016069065928,-2.5924346633207778,-0.2731451376951358,-0.08951172704714173,-0.8342974877917184,0.020317906761675386,-0.3494521179469873,-0.9017405727966303,0.913229571151468,0.4695679782787853,0.12495689733555036,0.2327253225244321,0.569626628663804,-0.08123862297803061,-0.002292848032394348
BKIRx-L,0.2166666666666665,-3.4734550499629635,1.505306804792546,1.8168171492100416,-1.00788499883602,0.3026180135542393,1.8693873886969778,0.14187384481788265,-0.01009662296701845,-0.7269971269655503,-0.20076627210060838,-0.2338388828080712,-0.38062367456725993,0.44643686834289187,-0.06229748374910665,0.14754225397084034,-0.41068728738842736,0.14805254996194112,-0.04883556661007699,-0.3978037544404712,0.23490048633451535,-0.11950907564933579
LLOY-L,0.0122464600076539,-6.958337387508184,0.29386276387247423,-0.21168631462157333,0.5794249060196713,-0.5035367261807436,-0.11771334588670014,0.6502722482125007,-0.4336585220230527,0.42303328824655023,-0.0767908646783354,-0.09746750316041665,-0.2729415349477425,-0.05512698541796056,-0.16600388403661198,-0.0031011203255699705,-0.14259936786431898,0.10398301569842187,-0.1394276239171379,-0.1776818452102769,0.337873859968118,-0.1721122649929512
HSX-L,0.0633343682086311,4.118682367442795,-3.0554837726554407,-1.244109937258328,-0.3743594736851914,0.277636403918159,0.6437732539229593,-0.6267989247874787,-0.2984357623611223,0.16694570640190395,-0.6467300735313282,-0.30977349575935853,0.040183110611872554,-0.19626333805831356,-0.28162357877645605,-0.40018715772815006,0.12224063452952877,0.11154029671096923,-0.3122862069885739,-0.182216632247434,-0.06743170599027055,0.06940647932443664
LIO-L,0.1338199513381994,-6.098519680310832,-0.16058229190304676,-0.5271476361812779,0.21658263854396276,-0.0788292028786489,0.9108271375475381,0.20767738500931648,0.4046863704616331,0.14143570436030234,0.4247210931668299,-0.14765998275243605,0.27757093990530435,-0.013527983881181755,-0.22600721292637746,0.37594825577130714,0.21289440543028332,-0.17929697632848185,0.0215663550039006,-0.03847001287727731,-0.20524483077615066,-0.06755600072454745
OXB-L,-0.0416666666666666,-3.9410206897076825,1.5674516278835187,-0.35180336432188264,1.1049932682388013,0.3840187972456815,-0.6071689362459756,-0.06123097755107761,0.6471139928719745,-0.2250765594098847,-0.033177738056231594,-0.04147508111225457,0.6854841850217646,0.16332411569419072,-0.8023963150168034,0.708109792002956,-0.20746544980798104,-0.028400957757727028,0.046304867310609794,0.4118453355473903,0.16783210718147987,-0.09683883646463357
COA-L,0.0270270270270269,-1.934573470955028,0.29951986570371963,0.4099858463628235,-0.42826263294514255,-0.11486600830447316,0.163767850383966,0.19424838045613932,0.07300935736563013,0.3425808721520847,-0.10618675880057986,-0.18373487856626766,0.35025880638992346,0.15551813944538578,0.08561373336856434,0.04500300357431219,0.29193371089121867,5.416697502107643e-05,-0.11411397924757816,-0.2941609684749955,-0.00039800651962093575,-0.16064942963950815
