Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
AAL,0.0592411778708996,-0.8746983496476176,-0.16145051533442073,-0.01282418285578292,-0.16892135956257592,-0.0905353358185945,0.3455886171180592,-0.019715177445499103,-0.1033860163828212,0.09066253758368308,0.18651035309345898,0.14977320154329887,-0.12646445453848854,0.1532477872251358,-0.02968035496105824
ABF,0.0714852896723168,-0.9317055228072152,-1.1847462835575349,0.03410306494690455,0.38525966843338116,-0.31410835025137496,-0.04999403888340232,-0.10376564846251045,-0.0016110881404807025,0.2698864161141583,-0.29997999596002545,-0.2405670650841522,0.10488640135231093,-0.09344145221441862,0.00432662866585648
AEP,-0.0767096312209093,16.79428725957441,-3.034131092628585,3.166500515219646,1.9206615063335453,-0.16919411803430787,0.9189613093846524,-1.0054934746768898,-0.5352556086743787,1.158419620643559,-0.2080769439832045,-0.3830742727668193,0.6332321354648925,-0.13218779535497685,0.31882696097004026
AEX,0.0,-5.359154110882492,-1.7528359855835045,0.21563698805178977,-0.6949361001647403,0.2936117635312423,-0.4627392961661203,0.0948125682578164,0.19561076817240663,0.21526508621910864,-0.059684760566671616,0.20202065049181028,0.5648249986959438,0.14677852837865543,-0.21314156574291485
AHT,0.1346895934306795,-2.589524269784186,6.410282498622643,-3.132665967875812,6.065314682673146,-0.5966134495747123,-1.6062292133904563,3.447633411780156,-1.2979213088227557,0.9259734873477177,0.8379743379588216,-0.14748353872685202,0.4645567898235281,0.11437913098298999,0.3460545377449264
ANTO,0.1607360328817171,3.213573488976603,-0.4157794393709723,0.02035801343803485,-0.22531562892838414,-0.15546837572907168,0.2939477046535855,-0.006170556788243331,-0.1539915958208311,0.06856584793543279,0.22020244701210906,0.4736065237298918,0.12206790211097851,0.36430644703618664,-0.04029313590541418
APTD,-0.072074121564329,-4.795101303194507,2.22817157528035,0.12016770441565192,-0.7434284621976208,0.7587109338978859,-0.003983024621316634,-0.49328343749895687,0.3493284503685767,-0.032616404175213706,0.18806369968454667,-0.34951488455169905,-0.35672695415870187,0.14298489723315141,-0.13837259410112857
AV,0.0363802043089254,-3.9648051139209373,0.47165571720353167,0.014260991706286022,0.0144006690804954,-0.20969590683616007,-0.04080509082523063,0.1889852765755997,0.12168004783905066,0.0629000517080933,0.015875611351212966,0.10596855176055825,-0.15533470488902673,-0.17949513551771845,-0.08565619767977992
AVON,-0.0065073815073815,0.9386634064516428,0.07675830201890313,1.8434417213652756,0.5133936669581058,-0.1131241096797432,0.39625605713955203,0.001512822170147261,-0.33345446602538253,-0.24319344393677805,0.08067547341984903,-0.5706476663239077,0.48546171159019336,-0.3637995443430112,-0.09447647743073194
AZN,-0.1037180455861982,-3.6311878973689415,-0.3794915483060747,0.13887680926615434,-0.23094839982925996,-0.1585955337830674,0.07881166041829017,-0.045870383279670954,0.19026649353092975,0.04037328200413282,0.023601957098468653,0.18284093084310715,-0.09326317649621603,-0.11734387897368978,0.04925603814518888
BA,0.1292585609681238,-3.9858675973946776,0.79615434092698,-0.6220667450336129,0.7000775804826826,0.7676468686297445,-0.39668418433376357,-0.14638539246848584,0.3664390655733765,-0.24695786060067104,-0.33724952380411266,-0.10166205285020294,-0.023170104997306627,-0.07302104757370118,0.012548491398380757
