Momentum Index,0,1,2,3,4,5,6
ABF,0.1664469114337883,-3.9775496495059985,-0.4036483782753754,-0.11595354583282057,-0.12208083161787317,0.11242013644687222,-0.3061676254141029
AEP,-0.0918250897653575,-4.282297577914776,1.8234897084939077,-0.00010671470598368153,0.16327353704142497,0.07597318130893535,-0.6403513282774461
AHT,0.1021533417778108,-4.667274315965192,-1.0791325806387801,-0.07377506938685181,-0.18697033322681253,-1.017525701892645,0.17991806816795136
ANTO,-0.1554776984233931,-0.4991128218144382,2.997978035667621,-0.18955505468935788,-0.7255872346818204,0.04390583983078376,-0.43877538456175436
APTD,-0.0061342229088326,13.360091278816473,5.398463161893242,1.333034237299401,4.759675859264462,1.4234600004378068,-2.9768159332113475
AV,0.0915017058267961,-0.6814962109280213,-0.8283527124572981,-0.22216489685700463,-0.24137512889721693,0.2544417035834561,0.16058092927628306
AVON,0.041762403963524,-6.578123249809943,-0.32002429036527624,0.013805838543689079,0.3258343468781852,-1.1545480785251818,0.26002876707438366
AZN,0.0762058031656001,0.010018861912027778,-0.7263467524628047,-0.17187705657876526,-0.2859057181398257,0.20389553288847298,-0.1359831548028241
BA,0.060910960367482,5.181356980798219,-2.7558192194363174,22.86946952414942,-1.783879559706084,0.37908800196319264,0.12792228936292016
BAB,0.1666731336334006,-1.7396413268036603,0.5821543256018036,-0.07194581253165655,0.3139932151373694,-0.43486373161646624,0.07870589146171938
BAF,0.0231080703714046,-1.4402008282270444,0.028632550637188378,-0.08365271008326243,0.16601501983976363,0.09626210614017536,0.026129211797400704
BAG,0.1017363425705488,-2.6473489780808626,-0.5057872351372948,0.027192403774633684,0.02895231324843598,-0.2552534508217299,0.05060101198803493
BARC,0.0578529015824782,0.056657596066495314,-0.787007808926503,-0.3157786026980419,-0.9605907089096786,-0.291136337346069,-0.09731721587032093
BATS,-0.0122334428746191,-7.790007973856047,1.031394015337493,-0.5965831940864375,-0.7221133505814004,0.20996579137863977,-0.533580861293525
BBY,0.1699207983985609,-5.281637878274495,1.6005778673267033,-0.11941878625741484,-0.09455654235483427,-0.21352860129955642,0.13340724843710897
BDEV,-0.0581200387728904,-2.1734918427239767,0.4770670467182417,0.0019616901285344577,0.23022574553029748,-0.134170846369576,0.04424627820798135
BISI,0.0,-3.0321201016718793,0.33293306907269865,0.019811008812817648,0.20098285523983403,-0.04348165188079451,-0.046150282403820755
BKG,0.080934533501275,-3.3250307287226475,0.3761922686116127,-0.024165323285619943,-0.04705612071502458,-0.4292743237589854,-0.07682798377395315
BLND,-0.0064335562663564,-3.8103321111720487,-0.19306104070943392,-0.16730300907850398,-0.3802774173723486,-0.07794214398721153,-0.1307471336953657
BMY,-0.0664518602169476,41.00399292007066,1.7196225954825795,0.8818370607272011,11.162794143153672,1.5144017259554823,-1.4551453379291113
BNZL,0.1439462198620988,-0.860120330906547,0.2696750588942282,-0.12396442729743887,0.4979639384139393,0.03909048710111346,0.3278438498004237
BOOT,-0.0457863634106371,-3.1081160801933425,0.7440117092520658,-0.07533560236910299,-0.47433743062880157,-0.0733321054252267,-0.2652997142678753
BOY,-0.1676773751649709,-3.47249553174802,-0.8900875841739146,-0.27973353770711756,-0.38453978534236666,-0.4849357391317369,-0.04245132333378184
BP,0.1033190293143655,0.5561333541300431,-0.3731350954496005,-0.2053886494249565,-0.014820982266436172,-0.25810486053319304,-0.3400282207119059
BT-A,-0.1511752255411241,7.323068266031853,-3.0498642093922506,-0.30095194618657883,0.19590145675302803,0.003647999026466939,0.2903342486996379
BWY,-0.0861762518106722,-3.2427484940395312,0.34158516695770047,0.011967067381317805,0.0171573443335806,-0.16011185890270216,-0.10867644381624912
CAL,0.0585463267225256,-2.4886705086506615,0.25246983073636625,-0.1317536932797821,-0.36521215219627623,-0.3391644209362684,0.07735133920388233
CAR,0.0,-3.648565016952882,1.4045046402127106,-0.09777700919207014,-0.05111044532611436,0.1416619140130313,0.07797824971117286
CARR,0.0332994407727504,-4.831171030412977,2.2326777269329736,-0.21947080573353678,-0.6247897400768228,0.2451550105353912,-0.4515513529052479
CBG,0.0,-0.8522594304741128,-0.9297945175269785,-0.1343265831189037,-0.5256393179550883,0.1474150120655522,0.29628306874983273
CDFF,0.0929367161270082,1.7698147714261645,-0.24921647462389743,-0.20641309283286716,-0.5979662383788017,0.3144582818319202,-0.19074362578404633
CFYN,0.0982086983729662,-2.812909516593871,0.013448942632178938,-0.16679984655806762,0.09302155853521105,-0.3266830791895558,-0.0030890741446612403
CGS,0.0772037295617313,-4.748356933678842,0.27882818483112287,-0.0714783380273414,0.3729054296058024,-0.365713645891136,-0.19824702405098743
CHG,0.0414130086510733,-0.2668612359163905,2.8661897257607265,-0.33827954404787364,1.8646084064151962,1.259822667357896,0.8567079597236658
CKN,-0.181812492176743,-0.32738707121846744,1.7531184683105627,-0.2883492364466695,-0.374401458006742,1.6261606148087622,-0.5467031196619003
CLI,0.0119957212713937,-0.0589736557605277,0.7136911488150511,-0.1433131025365587,-0.32018743378076187,0.49748757946357136,-0.2437187859950297
CNE,-0.0226101413133832,-7.64238548260473,0.25959707710792773,0.22897552741847338,-0.585013866071476,-0.32328288555353196,0.10164774771877844
COA,0.0,-7.502249480269265,0.49443016065792755,-0.09975119004115764,-0.2479584062813617,-0.5821600084858451,0.21494232937362429
COST,-0.1132064721969006,-6.377705911771283,0.42137633559036997,0.15222079468881694,0.1932381088675495,-0.5503564226820978,0.006382294179132463
CPI,-0.0831801931966493,33.7488148973793,-12.904045936777365,-2.0511010122962956,-6.883982648814815,-0.15279211888748662,-2.07052872151918
CRDA,0.1776337400751524,-4.074021875477554,0.4382456086111829,-0.19313837646839663,-0.1663287736942749,-0.2550409714773088,0.3180401207662609
CRH,0.0659306071475711,-0.962460128575454,0.7230302945202486,-0.11158474053189991,0.3830810671126112,0.7276401573380207,-0.4232582098402788
CRL,-0.2500203400862419,2.8246653016951164,9.827451572559099,-0.5158986911317577,-4.671411686170282,7.194420618368145,-0.09374836562330274
CTO,-0.0348121212121211,15.947092775279986,-4.9246724158987245,-0.13797508704089637,-1.7188485362459385,-0.2708775454579309,1.2709425969990897
CWK,0.1669858234988497,-1.613042355746094,-0.697536586530136,-0.062026449201771534,0.08820751920460504,-0.5996792514689837,-0.14887682278966385
DGE,0.1057684919085892,5.309891225439126,-4.508160310149177,0.3892470398395748,0.13939611737170185,0.18570474135317852,2.0010915878058975
DIA,0.0449402345047529,-2.567290100023649,0.28149339279040564,0.16225194765161036,0.8466588093958702,0.16291369646594078,0.3649644002847457
DLAR,0.2395312210487308,-4.517438276019347,1.7846785152535647,-0.11252481520655887,0.16302570583094242,-0.5822928761729936,-0.012259001479823393
DLN,0.167291136259952,-1.6841401229260302,-0.1626682859607232,-0.2608986062847051,-0.34513121114889245,-0.27420464477621403,-0.21472604456038577
DPLM,-0.0931212683758969,-6.037266545393838,0.36254863511335284,0.010391779215779086,0.4476461882808013,-0.9979281842102737,0.14991283003992534
DSCV,-0.1355907737190785,-1.806872359351558,1.6626715817350206,0.042150218200501015,0.9305317527212136,-0.11099077078929853,-0.30360182184691875
ECOR,-0.1538219070133963,-2.3855639885261426,1.4927966063661395,-0.17298975046293683,0.4385212336093201,-0.17763230370590422,-0.12594028942021523
ELM,-0.0181937421989041,-5.30982661109219,1.0748083055674928,-0.17127182175143546,-0.23482561556394743,-0.05698316781084041,-0.06656063341038548
EMG,0.0181042893795395,6.784805824444977,-1.5597414700226286,-0.41370739335469353,0.22737949201240082,0.8685953110023024,0.06044745989588096
FGP,0.5133266786847634,-4.538450378765726,-1.4389959961473808,-0.010447265392621743,0.34879461325519123,-0.919322844250211,0.269456344251709
FOUR,-0.0504282308620536,-3.0248646175120144,0.552618401487816,-0.2338154651444791,-0.366213927683077,1.0004831604061941,-0.4108897218744051
FSJ,-0.0503058426492301,-3.893660006827503,1.4035813688824186,-0.21226055826032827,-0.5519494300699921,0.27379929709186296,-0.22164488946217503
FSTA,-0.0227291308969013,-2.8996070791312656,0.10871018958776817,0.0860106648653094,0.7102863304170856,-0.40619786825231136,0.14417210247754403
