Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AAL,-0.0917221082671898,-0.6686312711470701,-0.06271584261948476,-0.026417720762337577,-0.14466072377758746,-0.20057048663876367,0.36367387611244584,-0.023045784472672363,-0.0850505003726656,0.22468962362074907,0.14125466502307826,-0.1518378602191824,0.036264643090726266,-0.23550321235669203
ABF,0.0363234052587144,-0.7554939417097294,-1.052267814459813,-0.015570413117722379,0.600210703035646,-0.2940446914265676,0.016791029959360913,-0.10916699842656244,0.22431356797821314,-0.0700485675082512,0.061138293067436254,0.014867498412640977,-0.17372104034342753,0.28279672727319705
AEP,-0.0415483692265078,14.161062992036758,-3.7862576117989337,2.435923890044002,2.0312191099696624,0.11183802361613415,1.0005341065638553,-0.9177598758383223,-0.17401274223688898,0.478752622657209,0.31227949403372596,0.6461662019769003,-0.5786990495612501,0.6364027646241485
AEX,0.0,-5.606156250637416,-1.7565492617328629,0.33173411206483955,-0.6435635200124461,0.26300273153161735,-0.43433091295418275,0.10930705815170948,0.2505385919301364,0.15089035268875314,0.03521664368722886,0.5995914646739066,-0.08789321735365563,-0.046144529973246105
AHT,0.2465991946893024,-1.603530096709575,8.001901749236543,-4.262221128331288,6.605716124529189,0.2897920643632986,-1.4420043092171313,3.6754977839905365,-0.7243471868755744,1.5306023385024754,-0.058758748774181746,0.5686003827362353,-0.29239554640014237,0.14463746154185825
ANTO,-0.1159609173920884,4.780068870371251,-0.1782064026219811,-0.25366002221118444,-0.17689522456982035,-0.438358096423718,0.26616069304833656,-0.05232140118386346,-0.3092898155564073,0.32325688036111005,0.3573426732021339,0.18943018107271414,-0.07788111083757898,-0.19505591398840677
APTD,0.1068021752696797,-5.063484073446504,1.6871763097650025,0.39155685419457026,-0.9520915901474042,0.7201811248110723,-0.028062799858041197,-0.459008283355646,0.21430634358154607,0.08360327045213314,-0.1970312644895394,-0.22795240008738574,-0.17274672614728548,-0.11800719832445404
AV,-0.00899816951523,-3.9055830236018694,0.5762069041602571,0.04401267407673828,0.0379875237765722,-0.20395281278643326,-0.050372780943371935,0.1888698808617724,0.15814503374223363,-0.007235543001186098,0.11934016593506482,-0.07295873400519162,0.19232091805653448,0.03634729798935839
AVON,-0.0895187701632612,0.7373486448099702,-0.27387349845223136,1.6665000457501893,0.6783176623123639,0.049545811247714656,0.47589789339785765,0.001816771597927578,-0.2597688121322852,0.013823834421864882,-0.6643646731392016,0.18117398698256268,0.06968022087517917,0.45280234525116625
AZN,-0.0205242729754187,-4.330089646745285,-0.7910710853464947,0.3003836054199085,-0.36363148968816883,-0.08939011590420531,0.0047532966815232985,0.004177511040760191,0.058357254406569754,-0.041056672798790904,0.12952965084061865,0.12320464583320746,0.08989710792888118,-0.042441618076055225
BA,0.0670064065230053,-3.456276512067764,1.3372697945900576,-0.9580681205730885,0.6472379253539648,0.8620096423681334,-0.3066127892141688,-0.27889505668329817,0.43438415033489336,-0.45549259517875595,-0.17862724274760589,-0.15716920538735105,0.04892703260866896,0.050124786343216605
BAB,-0.0491803278688525,-1.5218186001639955,-0.8518773874909733,0.605852364334949,0.5373293156048136,0.1474148683780928,0.507005550107362,0.013318494037215477,-0.25415112895035896,0.1288757262119806,-0.1838517028168892,-0.09004425115473272,0.14894153815333608,-0.16372570268318287
BAF,0.1448772860153648,-2.9445920308318643,0.04091519396144312,0.09095395809866196,0.3765156794530822,0.08782742062926423,-0.062231983741975534,0.2601464580103169,-0.033960831686814213,-0.02205349039783795,-0.006011436074288329,0.030488321892641175,0.0006361900880342268,0.001421133835254983
