Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
888,0.001650901452592,2.49483890425381,3.2810330963515835,-0.3259240872827253,-0.3656908521141307,0.49870770950456533,0.263666122244336,-0.411403743702768,-0.6425256213729174,-0.060713873806676956,-0.16156363461960385,0.12562088748467598,0.03305792956019675,0.21018388835607943,-0.49618674353752185,-0.3393580037982875
AAL,0.1631543707889471,4.033869681766331,-0.9028492061529892,0.5382259163228356,-0.488323080101017,-0.3028910325966249,-0.2652557144875678,-0.07872330304987753,0.14467164131751092,-0.18550351459051378,-0.12103238690246239,0.17224008840677787,0.10193397948134089,0.2970374059744898,-0.13534576467563475,0.038304206141957384
ABDN,0.0466941055645464,-0.7036548791007226,0.8760449298098596,-0.4538356635714615,0.29928546690253555,0.385543774908437,-0.2135801695651355,0.2059253677668453,-0.009757754599147772,0.11053583712279653,-0.09350604013114396,0.02347750161337169,-0.028539015682121,0.05056670421625636,0.061441111843467185,-0.1095670319830235
ABF,0.0890500326071415,-1.6647895495573397,-0.039497807608377754,-0.2426250504027788,0.1404716131638855,-0.02312681430258303,-0.03654006115598191,0.21019211093349516,-0.05721595921778363,-0.07574176751532184,-0.05289713681553161,-0.05331689935564187,-0.0009643931927693245,-0.02914033397578069,0.01138806712136791,-0.01311453669113329
ADM,0.0712574021055547,2.3035836031002335,-0.022859912668399325,-0.4989724583228741,0.34119747821133317,-0.38055215539404513,0.4805802830829168,-0.15135833835362975,-0.27512264207782355,-0.12991318790656708,-0.11239127258356153,-0.246776310966848,0.11623247551976393,-0.18348293805481328,-0.06281491700603144,0.039809192774983466
AEP,0.004999794035261,-1.2701819761321158,0.7671151091588851,-0.38927526096218534,-0.011050525144573962,0.3974213957421113,0.3074467045325687,0.246459706171363,-0.02097308741418596,-0.08645856940972524,-0.15908058437627934,-0.12989596694430186,-0.06578192509521123,-0.021863690867378955,-0.05200298556248141,0.05214307704123775
AEWU,-0.010024558732712,-0.28367608170818714,-0.20282342097023112,-0.17378036953654602,0.05098969296223538,-0.1695818421551241,-0.05563799888824184,-0.010306909915450035,-0.01215075893326013,-0.0982710858776563,0.10553013106142953,-0.14662058150569582,0.1456041868514758,-0.038176373361024696,-0.06411714321706354,0.10191522727731667
AEX,-0.1157894736842105,-5.375137238719092,-0.8028012503852217,-0.6496586249637457,-0.47392095393092365,0.33996879753114334,0.3797257378043301,0.2520458144455425,-0.21771060058836947,-0.20196793306631744,0.319473721942557,0.40761680806364786,-0.019330074618632516,-0.0641769896874319,0.10380379815410788,0.13609390311527766
AGR,0.021794930910991,1.013458118284594,-0.6450790597680462,-0.9501412122983918,0.7346206896757689,-0.051302657436283136,0.2885466315864443,0.16904418807679017,-0.19568347473408174,-0.1690859062774521,0.13039239115167453,-0.20579468118836705,0.07641623167013442,0.025145894780524456,0.07532174300489923,0.06075933043594804
AGRO,0.0212117252493575,0.08466725808357604,0.3383724377332828,-0.1513587093128796,-0.008318579615965991,-0.4863484120245368,0.047337913027746925,-0.17719103120943364,-0.22313048419514814,-0.19910496690871865,-0.2334969093419513,-0.007866041653969117,0.022923789531576276,-0.013035462312033359,0.00893677910570209,-0.031246633109288227
AHT,0.0669144678543272,5.303933062652167,0.4092935067865487,-0.018284464891052284,0.05079030877982884,0.024964928395846957,-0.030275327765786703,-0.33124106241796997,0.058230509604906146,0.21133482281446492,0.041794387169956294,0.16168057717120662,-0.12583449150373915,0.1973687632693412,0.01825595854603323,-0.31955373791107683
ALNA,0.1226158038147138,-3.4140546594979906,-1.351325369394129,-0.8858980309097837,-0.10729381799185839,0.2349397709344122,0.54546830973119,0.26990764527853395,-0.29183167746566047,-0.2599862027797971,0.4004930549750445,0.07373069300210652,0.20757556068047706,0.04430435516899048,0.198627398428144,0.020652810977983573
ALTN,-0.1493848857644991,2.9514205427969147,4.559381371530644,-3.3483708898920317,0.3459043498369594,1.9237762219478756,1.906117580584981,-0.24233555366694493,-0.8046098269519044,-0.384220192816343,-0.7584269447562024,0.1982758903127283,-0.6184294011505432,0.22572697881932172,-0.6173640938967225,-0.08385376369184992
ANTO,0.2694840589069256,3.508625427764543,0.9533792947768521,-0.2189420945381107,0.050059340972345136,-0.17365437761490818,-0.061056385848335,-0.04175202675927741,-0.25333860170515127,-0.0294221067402465,-0.41342092319719076,-0.07922515047914688,-0.02399181739298027,0.0025499289077583268,-0.36524627081520233,-0.3138056187004389
AO,-0.126365054602184,10.35741063229567,7.641403912982142,-0.6695642177930037,-2.7592024523155914,-0.635326911981134,2.160294487129318,-1.0045151814699063,-0.7621308229956641,0.6534908075992611,-1.1409145894359747,0.13241212178406792,0.6876900443287542,-1.0211766844436134,-0.3555470751244841,0.7887009380070199
API,0.0636322239600863,-2.4536046905568587,-0.9242268424667635,-0.0491765662592933,0.11388580093989778,0.12119850634955368,0.16401091850711877,0.1061269225335499,0.10917108970005637,-0.0916656933691158,-0.030663885588168155,-0.16345439780286602,0.0748399662082787,0.0463021221590646,0.13444933516356464,-0.049894583808808374
APTD,0.0694921799575205,1.2335620566149976,-0.30283721593755886,0.49085524244013323,0.16592672941084877,0.45945932750761215,-0.8194397696909201,0.28124937431768293,-0.30683633757338563,-0.13284563925168674,-0.048883633763825554,-0.13808464833227274,0.08225607124071867,0.072976824071552,-0.04555222404673655,-0.14745279330335892
AQSG,0.0,-2.55866934939153,-0.40871610396625924,-0.3787381988329169,-0.031957721026219535,0.3498801512447997,0.29971704450744435,0.12050267034601271,-0.04476382934453966,-0.18298375283826845,0.1631734703866019,-0.1384126806390305,0.04629049577990017,-0.02097127471410832,0.09300423267857756,-0.017853054764463108
ASC,0.1897993311036789,-0.34155876038847044,2.9524938944792325,-0.3014166234624089,-1.5256806156067135,0.033218661911994574,-0.25576655678253957,0.08240645248557374,-0.37057855608337037,0.7084669651683589,0.4388264425264166,1.260627229760429,-0.7101312843236514,0.03796728769372909,0.18814826584365404,0.3420763468379064
ASCL,0.0973557692307691,-1.1196713808721972,-0.25501710045547954,0.09905035318848522,-0.36278840800968765,0.10036301133890652,-0.005417987732275116,-0.07322744129013092,-0.06549144718478975,-0.008624282133923312,0.12862008899080912,-0.001523860617504818,0.11235827721017956,-0.027265919908739708,-0.046561695598908784,-0.006101435079774459
ASHM,-0.0846276250028016,1.0296176872108862,-0.7376600090583679,-0.16283173788599814,0.36453479333571703,-0.3504138986979966,-0.2256402431395542,-0.0685884143685583,0.0769106024421871,-0.053151338978097804,-0.0711921477863372,0.03422135809577995,0.06588399098580473,0.2775676342961734,-0.001897446567543185,0.16857551260196674
ASPL,0.0,-3.187009904519627,-0.7645225600319908,-0.15074790710673225,-0.24628555695794227,0.008390809762014664,0.24376560906196557,0.12112367408206595,-0.10422135903425028,-0.21994906317082571,0.14535074905969483,-0.04780416774894264,0.15937065683239893,0.03176072628428252,0.05096948739920595,0.015297564015613793
AUTO,-0.0216175868715079,1.4484564875393127,-0.8852761154230292,-0.4260258710019335,0.2833950283938742,-0.836714610927207,0.2783936546003374,-0.2556295267074406,-0.16777062427326245,0.13539770936216397,0.262366766966927,-0.1689724051529395,0.0007361073523808958,-0.1553995399549702,0.16192091242128326,0.17936313868332035
AV,0.0847582964944115,-1.470695313519511,0.2790855955988623,0.07882282195120861,-0.11797905654498439,-0.08286852548245324,-0.1487479403517948,-0.002479227656197138,0.05852187048468895,0.06580363872056202,0.0671313494743512,-0.01864222935367438,0.05412176697688104,0.0046192272763491615,-0.08586412433912693,-0.07213118902885002
AVAP,0.1794354838709677,-4.286194421746573,-1.6487007141962862,-0.3410681290607956,-0.21997803205921015,-0.017574488458626105,0.07512007370902227,0.2436265867126584,-0.07199517441185094,-0.15814154472646236,0.32787027860648416,0.17808687936275208,-0.04917493259321245,0.025171498364710426,0.18334795133696938,0.10544901821552535
AVON,-0.0656699179927113,8.34663163263997,-1.3014221388440013,-1.259819360271923,0.7168984186071182,0.3584712202365612,1.219469522389587,-0.2921747931799299,0.2228822688107202,0.2756307395444254,0.7252397009651373,0.10639906723616187,0.08136675179219131,0.1461676994330832,-0.013536556930831462,0.21393709937769126
AZN,-0.0366339368232262,1.7404255389042296,-1.3336772575146711,-0.7025724577832871,0.3163205892025275,-0.20621377175156028,0.4893238585631273,-0.22770116390139747,-0.2136573587364429,-0.19885924580249334,0.20789336284089827,-0.12166903455218538,-0.007552602732409961,-0.10995219219682792,0.12183371768408886,-0.008286024014447259
