Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
888,-0.1042435424354244,0.528730437784399,-0.13320240216864135,1.9573108350327535,-0.3877477053777329,-0.03764047787417411,0.21855512375492425,0.2720092816960467,-0.3971445697212349,0.143034681527641,0.3208037767497673,0.21113129780399095,-0.21665022299987696,0.07180685929414239,0.0991998138502026,-0.15759273983012345,-0.17340852608238322,-0.04379159516740566,-0.07176589560045743,0.3491277315419458
AAL,0.0395357451537226,7.070465243397955,0.20442256217786525,-1.0497257833824614,-0.5599708749606921,-0.7649227633472112,-0.08968770934345131,-0.41315462078834175,0.3171327518795121,0.1395804244018803,0.048532128273717896,0.3442995224281388,0.10588432392214377,0.2099754596303938,-0.31358870852400467,-0.2896929858751854,-0.07898722100012444,0.028055107867139786,-0.26320732949690046,-0.11105072864456103
ABDN,0.092716865120334,-2.194223762208519,0.4290256360706289,0.6896056593685573,0.09571784469384315,0.2788088294409563,-0.18331585621052593,0.11301714568064844,-0.08340734737130387,0.0917044458439088,-0.011747549221584658,-0.04198254044641058,-0.04773302486098193,-0.07332749882914183,-0.07985684148088784,-0.002616188214997518,-0.07823625973225885,0.007042416672258307,-0.14004393896904466,-0.0352386032601561
ABF,-0.0797886972966192,-2.209971709036516,0.28361389236533047,0.17969581961916312,0.11547778798495395,0.013964939611664357,-0.0987171079163985,-0.09089286162068472,0.13423888105321102,0.027292521421419066,0.03736912333434372,0.08280917161502438,0.035311687695888,0.012382381142183633,-0.09273020898142126,-0.08511041126757588,-0.07436285399619366,-0.12437458805341159,0.01997885906631414,-0.03880332230599094
ADM,-0.1331751901863861,1.5827896604200324,1.0203228397186186,0.3319719177134432,0.2360619307392496,-0.3674431166794769,0.23560716896111686,-0.19183519463004337,0.08274130118178856,-0.2088329347139657,0.193555606408975,0.0532380530957927,-0.014217408966480926,-0.09627394702526083,-0.046186610586306034,-0.1401350993384755,0.009659047555219914,-0.021021927466245323,0.06067936457827285,-0.016653436232301297
AEP,0.0468321159609212,0.9867024327751112,-0.6498992124558599,0.23606658302672492,0.6778856344043452,0.10033075577749208,0.12446290272920692,-0.15860195083088327,0.40553661073251607,0.07842979135363244,0.045974681403453586,0.10084593600134163,-0.015673584829318046,-0.0722444105084114,0.06036401091013365,-0.014281430239154111,-0.11955159581842936,-0.16798513056277536,-0.11010177170560792,0.058618114945898206
AEWU,0.0670116579934296,2.6860848634519296,-0.33330307816297877,-0.7713363300286945,0.21331024047991273,-0.23928892324799672,-0.19160114067579054,-0.15869905028616194,-0.008616088382452309,-0.19808175604300438,0.1256793941182816,-0.04728374755358936,0.2174389326412763,0.1933132344110362,0.16173514120213167,0.06625130870736325,-0.007166279112255287,0.08303492943040519,-0.07265614367337309,0.030554123447012672
AEX,-0.0294117647058823,-1.9323055974048253,-1.7322628537662934,-0.621014347584998,1.226079172333082,-0.39446080825921265,-0.5036601394981115,-0.4412964138531554,0.2791168304417136,0.3274840187641486,-0.5980072286180673,0.1964304841482892,-0.09681569527716982,-0.012208158368322161,0.41539880815003266,0.110132595482427,0.025883535085483182,0.5194235303626753,0.6479603170899155,0.4853426852707908
AGR,0.127259477809573,-0.8086980980265855,1.5050548176753074,0.33459916947026636,0.4509741797913005,0.06246912105301177,-0.104701801062395,-0.09657380436137378,-0.04938277572158543,-0.016261930693406892,0.11496098427104093,0.045704389643953056,0.08831841737196852,-0.04847596874247664,0.0614018845214711,-0.06389087031047132,0.0015109672880348716,0.0616471786545058,-0.11649407275689504,0.03029837406697073
AGRO,-1.0391716566866267,-4.6411597613928794,1.1276499321203364,1.2761652096852956,-0.5168719053349896,0.09511996350917383,0.22155827050451565,0.9083771066514764,-0.6637963631257987,-0.2110738393281969,0.17370554785870934,-0.0902016079694591,0.25163360950520985,-0.2987304017352096,0.01778100909312018,0.1712058533153149,-0.3399521994779369,-0.29834735639419696,0.6323707830508125,0.014474944352555632
