Momentum Index,0,1,2,3,4
888,0.0629860454974924,6.355545164711871,-0.7104911519666998,7.457861331822804,-3.853728903143075
AAL,-0.1143833812805774,-7.375699740414108,-1.8443980668021547,-1.8076348551577437,-0.640983199275739
ABDN,-0.0096840997751245,-0.265635442063424,0.1749685973987106,0.5486428375531558,-0.678038203843875
ABF,0.0213236976086899,1.607149747106641,0.7410904550778412,1.0174761152102803,-0.05915570326192827
ADM,-0.0507809935484274,-4.65020448507193,-1.6920914331039385,-0.8145955172849861,0.19893950444400424
AEP,0.0298495929959348,-4.5331862645631755,-0.15102824237281692,-1.4232109057092839,-0.21538255720434438
AEX,-0.2790697674418604,-9.079025333121276,-2.3736416185403573,-2.021522149148617,-1.1165843413595278
AGR,0.0729289195093261,-5.082715318963502,-1.827507304263626,-0.8650315850721585,-0.0005181937070824192
AHT,0.0284225159941091,18.20332806917262,11.048041734997895,0.9843197018962033,-0.1483054105911172
ALNA,0.0277777777777776,-7.084192757055727,-1.6177989284005267,-1.31119387361388,-0.46263928095223233
ALTN,-0.0232558139534884,-7.167182447603195,-3.2719415957203446,-1.7053513184305575,0.8348701376804963
ANTO,-0.0675014014217609,-6.207557918716753,-1.0344123295114853,-1.7793571608404473,-0.6659674543709154
API,0.0313854469430421,-3.4735564630451843,-0.8555007713276687,-0.273530980999481,-0.1953734863895947
APTD,0.0288044175324193,-4.014908335086163,0.13840315031048656,-1.58750955642593,-0.5754509223254803
ASC,0.0215652173913043,20.824944030392526,13.477663749797559,-3.7558860127840443,7.0311064571281126
ASHM,0.000111889271062,-3.0026345817589943,-0.14859533025093757,-1.031818453716346,-0.16797009752925438
ASPL,0.0476190476190476,-5.526113531947427,-1.5432316440256588,-0.9095658959725544,-0.220196002207303
AV,-0.0482361220412856,-2.5277112061032225,-1.3457196839690446,-0.17829064506687423,0.24033371111815682
AVON,0.0437568968748047,8.176133619911658,7.342285814015879,-2.566498916449904,0.9481260677457094
AZN,0.0662207878722793,-3.702528853623237,-0.9547272842942192,-0.3637735087840369,-0.3288710870123866
BA,-0.0695633369375363,-1.5538502668435292,-1.125031096027998,0.8134521117295767,-0.2105836161990512
BAB,0.0252761667587777,0.6903970120846332,1.0850315476903254,0.9587877920390477,-0.9497260537302462
BAF,0.0899653979238754,-1.6037846061489296,-0.7752477036291361,0.5300951785297604,-0.11232119816198491
