Momentum Index,0,1,2,3,4
888,-0.1565557729941291,-1.422011605779618,-0.532509196399742,-0.4138622343088204,1.356205405994312
AAL,-0.2671430128458947,4.764304016873564,-1.5472637048825173,-0.5148100750477271,2.327487381289275
ABDN,-0.1984445644105541,-2.9206727411617806,-0.27871714942607556,-0.44241598787154485,-0.11834199334816131
ABF,-0.0604437165051466,-3.1008403778432974,-0.19471719637602453,-0.3006794870727252,-0.6204558363118284
ADM,0.0149932779501702,-1.9435903974359638,-0.5955139269447404,-0.2319122066242222,0.939334375629003
AEP,-0.0726050686150149,1.7566945855235137,-1.1079205681166586,-0.3060662804291157,0.2373489782115917
AEWU,-0.067102384937609,2.4173178219059883,-1.2439840093276973,-0.308288698545724,0.5507869429022543
AEX,0.0,-2.374116440900782,-0.4750098896311544,-0.23496688518873726,-2.0923176635681737
AGR,-0.0746982875372437,-0.848084399291955,-0.5477719391012033,-0.3020200718342514,0.9012096189711948
AGRO,0.0,-8.441003209125359,0.6072124030254521,-0.2673159291501214,-0.3549365503496431
AHT,-0.1181749825555831,1.5236825686961488,-1.1304524097490767,-0.3804550204570864,2.849891511473225
AIQ,99.0,-9.36568857155702,-1.3632865217232306,98.69268241675918,0.34532236535395155
AIRE,-0.0226086061884307,0.796844450467501,-0.8077956600353919,-0.260143215848772,-0.7492330571511253
ALFA,-0.1468933859184068,3.410378831075836,-1.4026222056417605,-0.4015744242330586,0.5582102952997913
ALGW,0.0,-2.265279808858253,-0.4944192918881386,-0.2610745954131567,0.6981025968045362
ALNA,-0.073170731707317,-3.0697575765118468,-0.1160868359994731,-0.29434830776551935,-1.0932917105581696
ALTN,-0.273469387755102,1.467171612998931,-1.1560363328347703,-0.505355094326315,3.528124578974835
ANTO,-0.2498331091997949,2.1776669573699508,-1.203697435518423,-0.49478595260528674,2.0411701658199743
AO,-0.0945406125166443,-4.251482045654866,-0.049624934259245426,-0.3477637958862003,0.6316078502900059
API,-0.0274651178316309,-0.48406532156634446,-0.6891427564068687,-0.2631453553151775,-1.024063704834204
APTD,-0.0173410913702604,-3.661257097787935,-0.14563471917768925,-0.2677658626160421,-0.057683948034036175
AQSG,-0.9883449883449884,14.696132521485698,104.47209442923928,-0.08323201985763787,0.9456527129683869
ARIX,-0.0266666666666666,-2.5441906439839337,-0.39725526060933314,-0.28255358876724257,-0.5931785577228806
ASCL,-0.1532988357050452,-2.488869089520987,-0.38285272874745224,-0.40163670355245085,-0.41524112904527377
ASHM,-0.0942970022990558,-3.87906139256686,-0.0471474689567799,-0.33316391112226823,-0.3535017000806948
ASIA,-0.3157894736842105,-2.1402826190491266,-0.4153445468840086,-0.5488658618155788,-0.2541492884271843
ASLI,-0.0627365268249244,-0.9046477559998451,-0.6373505612775774,-0.30056958511634907,0.45208091862932076
ASPL,0.0,-5.101813569345822,0.08124727912567489,-0.24004380842653297,-1.1940709825949627
AUTO,-0.0760056860545331,-1.0777610075831727,-0.6900228888804164,-0.3179767869435873,0.5901560378050822
AV,-0.0632137460908675,0.03368608680509255,-0.8868308549189723,-0.3132620331812774,-0.326450186365393
AVAP,-0.0451612903225806,-4.947410967736059,0.05932770192089444,-0.2826041697768153,-1.620033073152521
AVON,-0.0863637693179384,-4.3221945831261595,-0.08437376372209918,-0.3243798741542294,0.7411098311655459
AZN,0.0298793413124149,1.7898853253482165,-1.1114780964029034,-0.19261640520929638,1.5126909905645705
BA,0.0773586378739739,2.4339938950867883,-1.1693576694538326,-0.14786893830834333,0.2662162939108184
BAB,-0.0914285714285714,-2.162077156669393,-0.2681910737377823,-0.3196651753800986,-1.9857779890216387
BAF,-0.0740609636184856,-1.8001078154255454,-0.39080022575791185,-0.3154178299410771,-1.4890551466508466
BAG,-0.0262171708824512,-1.976242193504232,-0.5130472257923168,-0.26160510172455786,-1.2878089209859878
BAKK,-0.0668691704144172,-1.5253768889130528,-0.5776318099356058,-0.32069955768632447,-1.1332465882527796
