Momentum Index,0,1,2,3,4,5,6,7,8,9,10,11,12
AAL,0.0202636397235307,-1.5855371757391683,-0.556581430880559,0.16849392588769513,0.3090313344794505,0.0949479976824306,-0.09656871712431163,-0.37247023403652335,-0.027118303282793455,-0.048342990882398705,-0.2101197930449943,0.17134469521274487,0.1407991715338284
ABF,0.0112108343117112,-0.8819645767628271,-1.0838202994567467,0.6759549339850842,0.07000478485049763,-0.16498376168709733,-0.13490595239030925,0.21569512518214184,-0.10988478511195886,0.1258890989857024,0.5097212541688211,-0.09162456305802734,-0.16391078665807568
AEP,-0.1161063487811411,17.077321471367522,-0.5146516859517565,3.4937661357856045,-0.06136133903211601,-0.27705012368371346,-2.0668848600315783,0.13344006088350974,-1.2329433969368797,-0.15786202053467327,1.3078756555512745,0.31517623546812584,-0.6070571459779013
AEX,-0.3939413744648867,-2.8155760141756234,-0.648159497739278,-0.24926328505883047,0.05895052123723591,0.015656450688490618,0.710434885928957,0.18219636078803572,0.13105628240070435,-0.47572844177827045,0.5570061000692137,0.2292893935609668,-0.28548044941972256
AHT,-0.169502650845746,-5.766974306734017,1.5990588054900972,-0.9161488123510266,-2.5184637588173713,-1.8881676383022812,-0.12895463421083123,1.110067891094461,1.4858059319239476,2.0835903438874874,0.23959613563492696,1.318656778755392,-1.0058420324851154
ANTO,-0.0253058385499773,3.1244507769434477,-0.6568403218496957,-0.2457538470259837,0.38780183992721384,-0.08683786022844449,-0.25849637598438224,-0.24967520896947004,0.025781491970891756,-0.2025900429193599,-0.30452037145245275,0.31449049297332443,0.16303987766359948
APTD,-0.0166625217607561,-5.416235870471724,2.6423534027855835,-0.7568908748264673,-0.3654093837768736,0.4758597055637441,0.48112472836217635,-0.4242243066455331,-0.36764616503293923,-0.6874696013760584,-0.21220104311350843,-0.226297650705277,0.10958452091739443
AV,-0.0490001002802569,-4.405733889053779,0.5201701874689186,0.147426115277421,0.025727295494046978,-0.03492512884849727,0.06272850662889312,0.16313858354587452,0.2348126526699532,0.034951391948343964,-0.03214335477647913,0.18527788031395906,0.08174813717130712
AVON,-0.0783039661608633,0.16804455044568367,1.1100854333387105,1.8364577716271866,0.2239261039620247,-0.041181456104777275,-0.6034081500991766,-0.2023926061194123,-0.19345731273928735,0.2280371058256648,-0.038289310873893166,-0.356329953062303,-0.7332739511025669
AZN,-0.0379224242424243,-3.704121518560893,-0.27106368956963806,0.34836131796200037,0.289482575814918,0.08109320675767083,0.05741824198551405,-0.05744550718260715,0.05129830914032738,-0.21544129135229334,-0.04515734889859696,0.08200627033853909,0.18926637956241607
BA,-0.0119133071212007,-4.441653786648384,0.6890690508569076,-0.19499097886697173,-1.3805683499905457,-0.19821015356503302,0.43614836856242145,0.1604986786911992,0.14742467275095494,-0.10357063125610184,0.17387000806928185,-0.39076576694726023,0.08296978531939478
BAB,0.056608865798529,-2.674146789951748,-0.4384831398686285,1.5327337940304175,-0.018844621992958836,0.1381227626998115,-0.24837238352019295,-0.3881081896421383,-0.09422311208716029,0.12439470538526529,-0.26876585386015045,-0.002097973199443025,-0.0771195824765855
BAF,0.005368041767777,-3.516937172851425,-0.017653945191290297,0.5545422374922415,-0.14561568948011125,-0.12797037999449212,0.10133498504408689,-0.052504926344663645,0.1487241722625079,0.255154595209108,0.0398495544972857,0.025542450356024614,-0.039445053341445636
BAG,0.0681239563086861,1.4559386155354674,-0.2954415836339052,-0.41402164336295516,0.42157666562791285,0.20903054237676966,0.059904675484966995,0.3972116653545642,-0.06920165894647187,0.07932722233711333,-0.057767235988939514,-0.21284692371241432,0.09373499167703547
BARC,-0.0589978176282822,-2.307361781554521,-0.46259551674764937,0.04809025518228994,0.05809677634082977,-0.08426661863678923,0.07824054662835463,-0.2073193398324385,0.03895223974966479,0.004455258812977583,0.07571453406031461,-0.10308594017782326,0.07637161675599512
BATS,-0.0736832253082808,1.6297367739643032,-1.253297226027066,-0.3817794137693793,-0.05605333195944482,-0.47659462713015716,0.01872948403657741,0.13046404899657937,0.1137796321732074,-0.13451631311955498,0.22179966181941446,-0.19122891434312012,-0.0729792137312546
BBY,-0.0213459640813103,1.7239390422660692,-1.719643052319316,-1.7949063903493852,0.21914001028276234,-0.3552573190173608,0.25815897077486666,-0.3303662093686068,0.04367133661820542,-0.1510065750292739,-0.29831259083987655,-0.06826878614884714,-0.08329596147631907
BDEV,-0.0624491088392291,4.386536368629872,-0.8997536928136853,0.3971557834502614,0.16134538475523208,-0.6916709233377842,-1.0105328051710694,-0.45756051001914533,-0.7042708420034816,0.31297128255552364,0.47036823114908866,-0.4906005401914849,0.03726634246177475
BISI,-0.0946023499562025,11.932526273450843,3.122931160063205,-1.8618594670253297,0.1764898446742838,-0.4810246665249604,-0.837427124845095,-0.038636803967380944,1.1349652954021399,-1.1005487558298617,0.6286395090517688,0.5856329808027851,0.904291917180765
BKG,-0.0547967318718637,-0.13679854289855295,0.192529203849419,-0.30729186627196675,0.23748448547451326,-0.21515666580520373,-0.32982587027977933,-0.1479713913289148,-0.5136848013348327,0.1286206056858072,-0.0008425458580957215,0.019093842759938588,-0.03827032275331601
