Momentum Index,0,1,2,3,4
888,-0.3162909211765358,-3.8607399931781505,-3.85268120158227,1.245335470695798,0.17264059282234243
AAL,-0.1420212339684132,-1.783503549076476,0.29685714442553307,-0.3786096128151992,1.041563876917485
ABF,-0.0051283764166625,-0.7778958216514406,-0.443410064552664,-0.16681527699227547,-0.7158228210646328
ADM,0.0570348854374134,0.8622412758041377,0.3882112110388526,-0.05858386542825699,-1.4303877232906217
AEP,0.0145355411200625,0.6965438984195972,0.5315777665674241,-0.05797445675262007,0.4204048910145403
AEX,0.4426691729323306,-4.929095085863818,-3.3245524740576267,0.8921613495185712,1.160932652895358
AGR,-0.0116143551822528,-4.78069777801301,-1.7991040746513343,0.25135108056836647,1.3501987761090828
AHT,-0.1302347988667255,-2.3995289127372526,2.6649794810828444,-1.981679060813283,-0.15917464427394254
ALTN,0.25,-4.325274098212988,-1.381943284625789,0.2189891526158475,1.0381797727215736
ANTO,-0.1358223736831794,1.8166745304701135,1.6498520097113878,0.06185319563378242,-0.48389129900159467
API,0.0593226646818012,-3.2883065092156234,-0.9236246350438204,-0.3105304128200748,0.390757841998832
APTD,-0.0060700460407264,2.2566480675950222,1.9894166437757757,-1.5867228874670016,-2.2610995897430337
ASC,0.2776119402985075,19.477304059299815,4.5626377813974885,0.5598150736194363,-2.8034478857430387
AV,-0.0693906036861974,-3.6511363296213446,-2.1405107827105017,0.42649588892384316,0.4215641206474523
AVON,-0.0730615232272785,-3.0766334268727458,2.0868480569014234,-1.6186041546414027,1.5348749902931422
AZN,0.0648996945503199,-0.9113214976796064,-0.8631952630970997,-0.5576694794796516,-1.7310667016874846
BA,-0.0518543218528523,-2.274927447700429,-2.224320128152461,0.8673442307047938,-0.21051559085896457
BAB,0.0685379779718786,0.10148441239933419,-0.7954728013184859,0.9037942926528445,-0.4917275046477596
BAF,0.0,-2.2276657283729913,-0.8598724504285679,-0.1346618535605672,-0.41639850307274534
BAG,0.0668023262814416,1.5170589631717026,1.1478514662058918,-0.4625529804945262,-1.9468621491840625
BARC,-0.1580979744875086,-3.7668025265002876,0.2093296190698222,-0.7216051913380681,1.6498097280105866
BATS,-0.0113466877344281,0.6609048367622232,-0.5896862091354862,0.33262664218274896,-0.9719296389236198
BBY,-0.101993769470405,-2.699679198052045,-2.2601762296156043,0.8744593627833498,-0.267744617389945
BCPT,-0.0326367363263674,-2.036785024553166,-0.19104035681615594,-0.542191504172403,-0.5402624213008272
BDEV,-0.130300671682666,-5.159123959317319,-0.21065148194099687,-0.4656350098753816,0.8616311982871013
BEZ,-0.0267540700187293,-1.8616327691759496,-1.3738677047276917,0.9033858462435034,-0.31401458437728297
BISI,-0.0103536519513856,-2.4068397104298,-1.3639897188935317,0.16389597287408028,0.8323853364364834
BKG,-0.0363182117997339,-3.7209659635152397,-2.154212501478171,0.7222893466003987,-0.49225943562664787
